chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,symbol,tag,exh,max_evals
CHEMBL1200514,-7.047,3,0.0,0.0,110.2,0,,ACVR1,t2_other,1,0
CHEMBL1200515,-8.406,2,0.0,0.0,45.34,0,,ACVR1,t2_other,1,0
CHEMBL1200517,-9.771,3,0.0,0.0,45.58,0,,ACVR1,t2_other,1,0
CHEMBL1200521,-7.518,3,0.0,0.0,13.34,0,,ACVR1,t2_other,1,0
CHEMBL1200522,-7.876,3,0.0,0.0,13.09,0,,ACVR1,t2_other,1,0
CHEMBL1200523,-7.944,2,0.0,0.0,23.02,0,,ACVR1,t2_other,1,0
CHEMBL1200530,-7.04,3,0.0,0.0,22.14,0,,ACVR1,t2_other,1,0
CHEMBL1200531,-7.891,3,0.0,0.0,27.35,0,,ACVR1,t2_other,1,0
CHEMBL1200532,-8.523,3,0.0,0.0,8.37,0,,ACVR1,t2_other,1,0
CHEMBL1200534,-8.44,3,0.0,0.0,55.47,0,,ACVR1,t2_other,1,0
CHEMBL1200538,-8.286,1,0.0,0.0,16.71,0,,ACVR1,t2_other,1,0
CHEMBL1200541,-7.243,2,0.0,0.0,56.76,0,,ACVR1,t2_other,1,0
CHEMBL1200542,-8.509,1,0.0,0.0,11.8,0,,ACVR1,t2_other,1,0
CHEMBL1200543,-8.56,2,0.0,0.0,18.31,0,,ACVR1,t2_other,1,0
CHEMBL1200544,-7.668,3,0.0,0.0,15.16,0,,ACVR1,t2_other,1,0
CHEMBL1200545,-7.856,3,0.0,0.0,22.39,0,,ACVR1,t2_other,1,0
CHEMBL1200549,-8.59,1,0.0,0.0,35.43,0,,ACVR1,t2_other,1,0
CHEMBL1200550,-7.752,2,0.0,0.0,9.97,0,,ACVR1,t2_other,1,0
CHEMBL1200560,-7.098,3,0.0,0.0,5.34,0,,ACVR1,t2_other,1,0
CHEMBL1200561,-9.037,3,0.0,0.0,18.98,0,,ACVR1,t2_other,1,0
CHEMBL1200562,-7.593,3,0.0,0.0,23.69,0,,ACVR1,t2_other,1,0
CHEMBL1200563,-8.253,3,0.0,0.0,44.6,0,,ACVR1,t2_other,1,0
CHEMBL1200569,-5.581,2,0.0,0.0,3.7,0,,ACVR1,t2_other,1,0
CHEMBL1200570,-4.386,2,0.0,0.0,12.54,0,,ACVR1,t2_other,1,0
CHEMBL1200577,-4.375,2,0.0,0.0,7.0,0,,ACVR1,t2_other,1,0
CHEMBL1200578,-5.527,3,0.0,0.0,3.66,0,,ACVR1,t2_other,1,0
CHEMBL1200580,-7.099,2,0.0,0.0,18.75,0,,ACVR1,t2_other,1,0
CHEMBL1200581,-6.815,2,0.0,0.0,7.72,0,,ACVR1,t2_other,1,0
CHEMBL1200582,-4.263,2,0.0,0.0,6.12,0,,ACVR1,t2_other,1,0
CHEMBL1200584,-5.426,2,0.0,0.0,4.86,0,,ACVR1,t2_other,1,0
CHEMBL1200585,-9.313,2,0.0,0.0,6.04,0,,ACVR1,t2_other,1,0
CHEMBL1200586,-6.515,3,0.0,0.0,7.85,0,,ACVR1,t2_other,1,0
CHEMBL1200588,-7.381,2,0.0,0.0,24.42,0,,ACVR1,t2_other,1,0
CHEMBL1200592,-9.295,2,0.0,0.0,17.4,0,,ACVR1,t2_other,1,0
CHEMBL1200595,-5.866,2,0.0,0.0,5.16,0,,ACVR1,t2_other,1,0
CHEMBL1200597,-7.067,3,0.0,0.0,12.16,0,,ACVR1,t2_other,1,0
CHEMBL1200598,-7.878,2,0.0,0.0,28.94,0,,ACVR1,t2_other,1,0
