,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
SLC35B1,0.09576421253207634,2.5743387770150976,0.028743765582647667,5.551514138556114,5.455749926024038,0.06624230874494808,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SLC25A11,-0.09742403361116558,-2.4838094485874382,0.028760689891131522,5.907539747048366,6.004963780659532,0.06627246286128691,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
EXOC3L1,0.16672105704358842,2.629321953638863,0.02878235606312961,2.8674719530361696,2.7007508959925812,0.06631036263311155,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
PPL,-0.46813786603569607,-2.491352175979416,0.028784821649416058,2.5286393354736076,2.9967772015093037,0.06631036263311155,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
ELAC2,0.1009513999718008,2.4907822675923224,0.02879266205778431,5.297637016803795,5.196685616831994,0.06631567471215516,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TIMM10B,0.15641645867548393,2.726405307758452,0.028794812346769266,4.125597796460991,3.9691813377855074,0.06631567471215516,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
CEP295NL,-0.23780416408787786,-2.482378122790541,0.02883289348718502,1.2673285256475668,1.5051326897354447,0.06639451750437976,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SLC1A6,0.29520577785116475,2.4824080867782126,0.028837039160708434,1.5465029390224623,1.2512971611712975,0.0663952052927784,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SHANK3,0.10288037031158659,2.5505343660950763,0.028849285557084717,4.741283098813509,4.638402728501922,0.06640833875159866,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
GTF3C1,-0.10105656177778677,-2.4829224936136396,0.028850438841154572,7.242626221232351,7.343682783010138,0.06640833875159866,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
ABCD4,0.19641568391366837,2.481729287436022,0.02887800481131207,3.6098508334555093,3.413435149541841,0.06645795292174043,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
ELAC1,-0.10332409143261634,-2.4998298608389935,0.028879694473205472,3.6881470089747546,3.791471100407371,0.06645795292174043,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
EMSY,0.11950791529462368,2.4924827812582993,0.028891607980629806,4.908101781950836,4.788593866656212,0.0664765047510585,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
IPO8,-0.1139749041115019,-2.4858403572031955,0.02891537523045347,6.376240766461072,6.4902156705725735,0.06652232219440102,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
CAMK2B,-0.14542016025248472,-2.68414810091934,0.0289368112824639,6.571590204270001,6.717010364522486,0.06655975995644643,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
APC,0.0756858682787378,2.4806047709816776,0.028939361417994903,8.22341164045112,8.147725772172382,0.06655975995644643,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
ALDH1B1,-0.32897417116458194,-2.48073879028324,0.028952372927242856,1.874263056398456,2.203237227563038,0.06658081337125708,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
STK31,-0.26159683429121416,-2.49885409743194,0.029010722234320222,0.6542825808341121,0.9158794151253262,0.06670610911832305,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
P3H2,-0.3637532518934905,-2.5768404918496604,0.029069708239686732,2.575075754634356,2.9388290065278464,0.06683283528823142,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
CTC1,0.09255582485999092,2.5277574846842703,0.02907620972852506,5.984165841514701,5.8916100166547105,0.06683887902299067,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
IL17RB,0.37162605868653564,2.49622209671426,0.029134880022700173,2.8168143157830494,2.4451882570965138,0.06696482811450023,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
CLDN34E,0.09535340745453072,2.5133508356115377,0.02914285059412367,0.15632909832105918,0.060975690866528466,0.06697422881544346,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TACO1,-0.19001062625751342,-2.5355194054578996,0.029165944947774025,2.4820267697947984,2.672037396052312,0.06701837889144346,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
