,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
CCDC69,0.35796335513115646,7.133941096439278,0.002157116544888558,0.43308697899605764,0.07512362386490117,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ATP6V0A4,-0.17153960019295056,-10.617393552104877,0.0021824859317877247,0.23005858626612463,0.4015981864590752,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MIR23A,0.7313362838232659,9.438498691191134,0.002183260046030781,0.8045711421940158,0.07323485837074993,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
UTP6,0.11500678794602948,7.152782968711058,0.0022212915257322128,3.3625201799793643,3.247513392033335,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
FAT4,0.42619965680942284,7.502558596610936,0.002231557745930207,2.314964121091243,1.8887644642818202,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TLR1,0.08836147331766442,7.434474983202036,0.002260257631067379,0.49371178984280045,0.40535031652513603,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SCRT1,-0.5413403526458,-8.41160951478302,0.002271637999313583,2.839824467735522,3.381164820381322,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
AARS,-0.15563814282491784,-6.905991628591796,0.002307492874062669,6.045155265313125,6.2007934081380425,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
FKBP11,0.2051171898404216,7.260018290844288,0.0023327380892995716,4.063613074097301,3.8584958842568793,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MAP2K4,-0.22327579504238493,-7.164672886537171,0.0023485861868246007,4.939151831266203,5.162427626308588,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
CBWD1,0.36695129951889616,6.8862675559452216,0.0023485965911585736,2.1795768007019483,1.812625501183052,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
NPR3,0.35906996563387517,12.058132191609019,0.002368570078452131,2.1917071621437985,1.8326371965099233,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MARCHF1,0.44071073618723705,6.879991402129029,0.0023713962979091635,0.778530503299458,0.337819767112221,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MMGT1;AABR07042541,0.1467193679883998,7.775992287492855,0.002377792849743187,4.9408670164796105,4.794147648491211,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
NEFL,-0.5611575724656337,-11.94539339719102,0.002404266694518495,8.847472105664139,9.408629678129772,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
GAL3ST3,-0.317918913619535,-6.778051886711018,0.0024991657290785564,0.2732061161798726,0.5911250297994076,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
OPRD1,-0.37109862333916277,-6.8796128566148775,0.0025245182330069843,0.7750309058643513,1.146129529203514,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
HAMP,2.7185669152535534,8.495485492893296,0.0025331108691087657,2.8813728726309713,0.16280595737741801,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
EVL,0.1516498422271222,6.77213424655574,0.002533242450568524,2.7157037903096763,2.564053948082554,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
CYBB,0.5508630561688022,8.678701984177806,0.0025451131602338443,2.6639375920140838,2.1130745358452816,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
DCUN1D4,-0.07296031032613115,-9.267062449773853,0.0026225064237414457,4.374947453835787,4.4479077641619185,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SPC25,-0.43059823462736724,-7.6414939848091405,0.002632855777874178,0.5862793767012467,1.016877611328614,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TET3,0.3567010523746068,6.858093626672187,0.0026392101033611334,2.122662247417548,1.765961195042941,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
