,symbol,K_ni,Z_NI,p_NI,FDR_NI,ni_consistency,Z_NI_RE,p_NI_RE,FDR_NI_RE,incision_Z,incision_agreement
925,TRIB3,4,5.7564907074651455,8.588050727232333e-09,1.1344725908790866e-07,1.0,2.764475032894952,0.005701447015693052,0.032813056677243185,0.942672215507925,1.0
926,ZFP579,5,5.754868572320366,8.67092272487155e-09,1.1438822666386615e-07,1.0,3.6165510757577803,0.00029855442927932013,0.0033754596403219313,0.862585331776735,1.0
927,RAB32,5,5.353759211773798,8.614547984409475e-08,8.457176645192505e-07,1.0,4.455406495772185,8.373438536352173e-06,0.00020174258319316038,,
928,MFSD12,5,5.430850763760807,5.608602309816066e-08,5.80209908950472e-07,0.8,1.8616925693593904,0.06264643657643912,0.1916679885791535,1.387048946731742,1.0
929,RCAN1,5,7.730677756708184,1.0697550058004821e-14,1.098046946028148e-12,1.0,3.250271649307679,0.0011529481922751812,0.009696950446411992,-2.359097918632626,0.0
930,NARF,5,6.510821672322686,7.474083149374293e-11,1.9605550600387208e-09,0.8,1.5806584723666381,0.11395614840887011,0.28587483608117886,-0.3735216592876985,0.0
931,SLC22A23,5,5.543321866282115,2.9678658622403394e-08,3.3486104806954396e-07,1.0,5.016011369822142,5.275520809502011e-07,2.3100640327745314e-05,1.1971232028406027,1.0
932,ACVR1C,4,5.719449338642367,1.0686983209720293e-08,1.3798045716637309e-07,1.0,4.182381092629517,2.884718983906839e-05,0.0005229777505106899,0.9869913878015765,1.0
933,BDNF,5,6.249613082804741,4.114707352594196e-10,8.285478844299165e-09,0.6,1.0893318963037695,0.27600755193056514,0.4977638918669333,0.04328957158215456,1.0
934,NMS,3,5.770519202189839,7.902765891881515e-09,1.0531930840774785e-07,1.0,3.35608605295598,0.0007905396672931854,0.007246865398332626,0.9887011984558914,1.0
935,MICALL2,5,5.669402631611214,1.432962582517529e-08,1.7740012465093597e-07,0.8,1.8396991995053824,0.06581241115210992,0.19787956937143025,0.9828252900600396,1.0
936,TG,3,5.3448227540829825,9.050557273067043e-08,8.822427796454989e-07,1.0,3.598649372351251,0.00031987410808424896,0.003574987330864611,,
937,B4GALT1,5,5.808640101637009,6.2982313175799385e-09,8.687898789403413e-08,1.0,5.808640101637009,6.2982313175799385e-09,6.949888317905543e-07,0.7536205186758279,1.0
938,CHST11,5,5.521728704722907,3.356805125403666e-08,3.741537941796733e-07,0.6,0.8711410059619602,0.3836771666806549,0.608472210682974,1.2171415762639284,1.0
939,FBRS,4,5.6061951350968515,2.068227764113833e-08,2.452242546677089e-07,1.0,3.898253671993718,9.688889102501966e-05,0.0013872879967527037,1.1859172387873835,1.0
940,TNFAIP6,5,6.762270093795797,1.3584614560295668e-11,4.5333173427825384e-10,1.0,3.992794930487824,6.529903781072532e-05,0.0010215052998445487,-0.8093103482584036,0.0
941,PROS1,5,6.384146694511146,1.7235581146210288e-10,3.951292785762779e-09,1.0,3.9798729102222468,6.895212025589784e-05,0.001067629087442115,-0.19423752531062422,0.0
942,CTSF,5,5.577039212993591,2.446467368681051e-08,2.825814925778699e-07,1.0,1.9823424304996762,0.04744092815610144,0.15740480838014337,1.1197499886968614,1.0
943,SLC39A14,5,5.50544081770023,3.6824565608253106e-08,4.0716112888964963e-07,0.8,2.858236892193064,0.0042600222863544285,0.026300592645930067,1.2341997497199486,1.0
944,KCNS1,5,-6.808473562977095,9.863970991271083e-12,3.4156579047598113e-10,1.0,-3.5643647418195217,0.00036473847377835447,0.003959640852240306,0.8875274861871142,0.0
945,GALNT6,5,5.2137969488865865,1.8501398091008393e-07,1.6367458108090377e-06,1.0,3.187539391807759,0.0014348891147757728,0.011472375977717088,1.7066721447063546,1.0
946,ATG16L1,5,5.840095044224521,5.217105021850774e-09,7.336747860804928e-08,0.8,1.2636074047410806,0.2063709745188187,0.41646578520305866,0.6864039864189712,1.0
947,KCTD12,4,5.33208220800933,9.70929629581301e-08,9.343504202807961e-07,1.0,5.33208220800933,9.70929629581301e-08,5.930194549383651e-06,,
948,GLE1,5,5.33080482959599,9.777845796483617e-08,9.398542602984717e-07,0.8,1.8453352991321654,0.06498877863189453,0.19622295948834703,,
949,EMILIN2,5,5.879703613764139,4.110017422686403e-09,6.047022967138253e-08,1.0,5.879703613764139,4.110017422686403e-09,5.077004901547819e-07,0.6108285842530737,1.0
950,P2RY13,5,6.121818466062055,9.251339051554728e-10,1.673531846790534e-08,1.0,5.327292284705131,9.96876780821703e-08,6.022008932905412e-06,0.21501622566448933,1.0
951,ALDH1L2,5,6.656707004765455,2.800306345385455e-11,8.458151574602199e-10,0.6,0.9500859995822473,0.3420685564565763,0.5683516107678429,-0.6571622405979979,0.0
952,VSTM2A,5,-7.024160668064253,2.1535688096427176e-12,9.530981534012369e-11,1.0,-5.413903425594405,6.16654338670025e-08,4.172833648692125e-06,1.2575017083384181,0.0
953,TFB1M,5,-5.900975810690307,3.6135788979489133e-09,5.4177498114900737e-08,1.0,-2.319988364621457,0.02034150677568904,0.08545497973380838,-0.5706184622120591,1.0
954,LRRFIP2,4,5.783556490620865,7.313761168688054e-09,9.850071185038623e-08,0.5,0.784429659239338,0.4327880408624346,0.6513463950131858,0.8847661652799298,1.0
955,TRIM3,5,5.3888112205819905,7.092525733450435e-08,7.108550911108736e-07,1.0,5.3888112205819905,7.092525733450435e-08,4.6585510293679205e-06,1.3990568304535154,1.0
956,AOX2,3,6.7211933539533,1.802422242478744e-11,5.770540223889395e-10,1.0,3.6884736952781436,0.0002256033446129189,0.0027217103207237852,-0.4714321962250548,0.0
957,DOT1L,5,5.888754497444601,3.891169765754528e-09,5.791964205284977e-08,1.0,3.5276550691894353,0.00041925810493845467,0.004378271389868329,0.580197599248006,1.0
958,ASCC2,5,5.608959488691056,2.0354665848061164e-08,2.4203335425079623e-07,0.8,1.365130462503832,0.17221204916254085,0.37197622833594884,1.035252524074978,1.0
959,MARCKS,5,6.630322320873526,3.349546445451468e-11,9.830087369700832e-10,1.0,4.7729745076378896,1.8152477531821565e-06,6.033329480054429e-05,-0.6326910122879635,0.0
960,MAFA,5,-6.1342585173115305,8.55572944644324e-10,1.5648003734533535e-08,0.6,-0.5525772244823515,0.5805529411656956,0.7654992656874526,-0.1736473132124615,1.0
961,ANKRD34C,5,-6.338768485065245,2.316089569279227e-10,5.104420463828772e-09,1.0,-4.402032134931824,1.0724166810226664e-05,0.0002439736301707374,0.16172611367009498,0.0
962,WNT3,3,5.3153254745134095,1.06466850930949e-07,1.0116184366297749e-06,1.0,5.315325474513409,1.0646685093094982e-07,6.36187478920246e-06,,
963,SVIP,5,-6.2155598668259,5.114196984096204e-10,1.0077403390566711e-08,1.0,-3.4796570589466356,0.0005020559950700775,0.005021166664894213,-0.03511574489935447,1.0
964,IKBKB,5,6.339379578804036,2.3069224280705693e-10,5.091224003923209e-09,0.6,1.7271223994595524,0.08414568357911174,0.23321279187998958,-0.16712429736139223,0.0
965,EZH2,5,6.7677304794166275,1.3081815629374752e-11,4.383202678085241e-10,1.0,2.0068365225722387,0.04476707260605358,0.1510424067692239,-0.8680860518396138,0.0
966,BAALC,5,5.966620221024605,2.422182898479403e-09,3.851294076429499e-08,0.8,2.1539276135194503,0.031245849060663227,0.11719494530978873,0.43144867226923694,1.0
967,PATJ,5,-6.738453871710621,1.6008086095541246e-11,5.257258751059499e-10,1.0,-3.8534798541019963,0.00011645084911095682,0.0016022397792889089,0.8263164731517424,0.0
968,CYB561D1,5,5.827021355482386,5.642539431190476e-09,7.88146098439365e-08,1.0,3.020546422354749,0.002523190259435742,0.01772801137196863,0.6564248393875655,1.0
969,STK32A,5,6.1751850339978125,6.608602746431759e-10,1.2486202647890654e-08,0.8,1.3936896141887276,0.16341135383771355,0.3603496840823121,0.08551355259100599,1.0
970,GPR34,5,6.8032775842310516,1.0226532663780724e-11,3.5264493468937196e-10,1.0,5.840053241213837,5.218414272008171e-09,5.999190502935493e-07,-0.93853918743278,0.0
971,ADAP2,5,5.3052728940142275,1.1250455840000893e-07,1.0598608142498279e-06,0.6,2.0710324982809762,0.03835575914261579,0.1355100374233888,,
972,HOXB8,5,-6.8250755140195345,8.787907716898576e-12,3.088268546286735e-10,1.0,-4.428733474329085,9.478807161167389e-06,0.00022160058775655737,0.9752434828474597,0.0
973,AHR,5,5.7380105160803785,9.579516925888954e-09,1.247696082915849e-07,0.8,1.9581065888266234,0.05021750678806868,0.16371876548278763,0.794261138891894,1.0
974,PIP4K2A,4,-6.663907192831226,2.6664188111372088e-11,8.11297135329836e-10,1.0,-1.449200271008482,0.14728166188199432,0.33664203028910616,0.49998479470128443,0.0
975,RPS26,4,5.302543124257744,1.1420047745950661e-07,1.0721901760373963e-06,0.75,0.984357186636156,0.3249399208649737,0.5504457650350062,,
976,RIMS4,5,5.302540712821703,1.1420198648827511e-07,1.0721901760373963e-06,1.0,4.7970796965685745,1.609955578387057e-06,5.5057819697236714e-05,,
977,ATXN2L,5,5.167366126561769,2.3741590463985804e-07,2.025622708040686e-06,1.0,2.835612957449926,0.004573783768231899,0.02766850350705638,1.7162885485702248,1.0
978,LIAS,5,-5.752413088652709,8.797850078197126e-09,1.1575676827847284e-07,0.8,-2.1647971072702954,0.03040322645078254,0.11497670173386586,-0.7616057470731451,1.0
979,LRP12,5,5.489074186497854,4.0404590890638936e-08,4.405644192502343e-07,0.6,1.4500907190080115,0.14703322287779183,0.3363778721593933,1.19029076640158,1.0
980,IGSF11,5,5.176226632218248,2.264184003056826e-07,1.9428083783616686e-06,0.8,0.7814598117321304,0.43453210461962954,0.652717532944542,1.6981164635701442,1.0
981,JAK3,5,5.242244332038289,1.5863511459712766e-07,1.427802292991657e-06,0.8,1.5561728055584636,0.11966700612948733,0.29473073801545835,1.5888002547402484,1.0
982,SNX20,5,6.414307721469433,1.414642092370936e-10,3.369087181715645e-09,1.0,2.4239365339310623,0.015353288399138548,0.06937600585577894,-0.32209506898073903,0.0
983,RANGAP1,5,5.5071581834590315,3.6467256029445e-08,4.040200949125661e-07,1.0,4.233561808745112,2.300189257147084e-05,0.00044116723736151257,1.1543690286756956,1.0
984,B3GALT1,4,-7.073435679063531,1.5114399765876232e-12,7.047142110557278e-11,1.0,-2.0937152775322594,0.03628535117078959,0.13031075463473685,1.1390780184675176,0.0
985,SHKBP1,5,5.794344507795975,6.858853627453222e-09,9.359253523627843e-08,1.0,3.9713692147050565,7.146072809887288e-05,0.0010987387785942244,0.6857524326833113,1.0
986,GATAD2A,5,5.95702212777768,2.568754737156178e-09,4.037799469079683e-08,1.0,2.513527227668478,0.011953055076189652,0.057681331667956595,0.41321294156510363,1.0
987,ING2,5,5.642818154407292,1.672890108405151e-08,2.0390042028219486e-07,0.6,1.0029035882268926,0.315907381178851,0.5411818436423455,0.921934618505131,1.0
988,CCDC92,5,5.638443116948402,1.715944837086263e-08,2.0853391294751708e-07,0.8,2.2446137771059194,0.024792937541601553,0.09878976942431124,0.9247006885047687,1.0
989,KTN1,5,6.211485627205237,5.2485992460062e-10,1.030543472359367e-08,0.8,2.493838520464213,0.012637001976980354,0.060076103740413646,-0.009613499419356276,0.0
990,GFUS,2,6.853407221714654,7.211142742377244e-12,2.646537354142531e-10,1.0,1.6836170711827134,0.0922556973876087,0.24857826846161477,-0.46327178790773854,0.0
991,ADRA1A,5,-6.203814097582954,5.511088261513354e-10,1.074435016543805e-08,0.6,-1.0497432876641994,0.29383615582150235,0.5167969451872816,0.0014695067245655345,0.0
992,GABARAP,4,5.283570332449416,1.26690193044366e-07,1.1754350197703732e-06,1.0,5.283570332449416,1.26690193044366e-07,7.2309519836908476e-06,,
993,APEH,5,5.9007074991192265,3.6194609287259773e-09,5.4216576735088126e-08,1.0,2.892216715446458,0.003825339813618179,0.02423226801920282,0.4871933328065427,1.0
994,GPSM1,5,4.884111062843957,1.0389650376426465e-06,7.463953690564708e-06,0.8,1.564695113706541,0.11765441475609471,0.29182554117544673,2.139162209026376,1.0
995,RGS6,5,-6.877313901374626,6.099161977957593e-12,2.336882617110048e-10,1.0,-4.802116912419387,1.5699697908613185e-06,5.4478280877015815e-05,1.1084237434368527,0.0
996,CNTN4,5,-6.689028968386163,2.246562628217081e-11,6.98968131997164e-10,1.0,-2.7942693485460834,0.0052017133049022364,0.030563989571438344,0.8019400629852118,0.0
997,OPRD1,5,-6.555637049992383,5.54048381232125e-11,1.5158031084552287e-09,1.0,-6.555637049992382,5.540483812321292e-11,1.4556521914530479e-08,0.5862048767266905,0.0
998,DCLK1,5,5.498540432366494,3.82947739438715e-08,4.197715882907027e-07,0.6,1.293969679810295,0.19567589405468067,0.402538826546492,1.1320536371566459,1.0
999,CLIC4,5,5.714958929037305,1.0973052334137688e-08,1.4079531956174188e-07,0.8,1.5428661479229862,0.12286325585984467,0.2998040337551379,0.7788641355694289,1.0
1000,ACTR1B,5,5.2074028972669195,1.915019924560765e-07,1.6833462448927127e-06,0.8,2.919838275318638,0.00350213077263217,0.02271889565547292,1.5998329744887954,1.0
1001,UBN1,5,5.533378621947082,3.141203832339337e-08,3.5297492079348747e-07,0.8,3.1848083166374797,0.0014484991883533028,0.011532255202320282,1.0683410075827515,1.0
1002,CFP,5,6.296643202700599,3.0416028777349243e-10,6.4379297739473745e-09,0.8,2.0686407893069196,0.03857980729739422,0.13615628366449237,-0.178073225589046,0.0
1003,LGALS1,5,6.5237046194612285,6.859172777643067e-11,1.8252898362628302e-09,1.0,4.192314624836526,2.761226885942008e-05,0.0005066943172517973,-0.5545466106630611,0.0
1004,PEG3,5,-6.937244660912785,3.99821067857966e-12,1.634034151897544e-10,1.0,-4.851483743618695,1.2254125559930568e-06,4.534153668582387e-05,1.2292004110186094,0.0
1005,ACOX3,5,5.522316846609503,3.3455847092198325e-08,3.732838796796704e-07,0.8,1.50231144545058,0.13301669413241837,0.31542869932375195,1.0726512852610963,1.0
1006,PRMT2,5,5.329169010769399,9.86631510124242e-08,9.456123193732747e-07,0.6,1.4529795425331105,0.14622943409409583,0.33514117877672034,1.3847514711663238,1.0
1007,CREB5,5,5.075896013108245,3.856741859943488e-07,3.0988733624167286e-06,0.8,1.1463369346255656,0.2516557661391603,0.470242294099727,1.7957670093154328,1.0
1008,LIX1,5,-6.855825348063166,7.090195823208838e-12,2.607931583683393e-10,1.0,-4.2154122230592534,2.4932235348376707e-05,0.0004684203853420332,1.1034518008003409,0.0
1009,ENC1,5,6.865837002948531,6.610251617699107e-12,2.475404632944697e-10,1.0,3.263908631469693,0.0010988659622887698,0.009346572152006022,-1.1215620156432804,0.0
1010,CLEC4A3,5,6.087585589600101,1.1462610166726136e-09,2.0034754327312673e-08,1.0,4.086287409085282,4.383307470384706e-05,0.0007350811068876157,0.1411107912433462,1.0
1011,IFNAR2,5,6.040409798175597,1.5372330224620742e-09,2.6043276343697292e-08,0.8,3.1739776047021317,0.0015036529219473389,0.011891286748242882,0.21142748932203811,1.0
1012,TWF1,5,5.1997035551967175,1.996066216586844e-07,1.7425623668192277e-06,0.6,1.2995143169027346,0.193767483383803,0.40030446642145623,1.5781236816411834,1.0
1013,TMEM70,5,-5.580381053742561,2.399922265216508e-08,2.7915329117261873e-07,1.0,-2.895889742546972,0.003780852139204867,0.02406023245217953,-0.9532337971172693,1.0
1014,WDR82,5,4.854780749515965,1.2052001237728653e-06,8.488711680292964e-06,1.0,3.839885039296818,0.00012309193643338914,0.0016741312504892829,2.1324787088266595,1.0
1015,PRKCG,3,5.32978944780038,9.832669435538398e-08,9.430825082491933e-07,1.0,5.32978944780038,9.832669435538398e-08,5.983468547684984e-06,1.4797787429234863,1.0
1016,CHCHD10,5,-5.251794186134936,1.5062471741985387e-07,1.3706104028221116e-06,0.8,-2.0463663093335014,0.040720344200038894,0.1411229349244229,,
1017,ARPC1B,5,6.308207267284532,2.822860254008474e-10,6.05232939434563e-09,0.8,1.687554843730232,0.09149671366897126,0.2471471667000405,-0.23628347650128306,0.0
1018,PFKFB4,5,6.1124828457391205,9.809285495964601e-10,1.7609901684295672e-08,1.0,3.7040795009063157,0.0002121597188838863,0.00260671978779014,0.08028822230349424,1.0
1019,PYGB,5,-6.866502127435378,6.579519530103886e-12,2.475095619597262e-10,1.0,-2.4878764781911906,0.012850835798641328,0.06082557453220225,1.1484957481266433,0.0
1020,TGM7,3,5.163116551129622,2.428718099400971e-07,2.0636623193678067e-06,1.0,3.36370604100424,0.0007690340773975935,0.0070913938992116805,1.7222131136667709,1.0
1021,ADAM8,4,5.762113497280144,8.306710571041755e-09,1.099941386975065e-07,1.0,5.7621134972801435,8.306710571041755e-09,8.539917600738082e-07,0.7791600008227265,1.0
1022,GPRIN3,5,-5.937813847111943,2.888477398487698e-09,4.472411403158875e-08,1.0,-5.3472885025828765,8.928164368390351e-08,5.566098734040433e-06,-0.36105367684888007,1.0
1023,DPP3,3,5.672422631470738,1.4079211192958939e-08,1.7482303350776922e-07,1.0,3.529867416821598,0.0004157679625460722,0.004347309738510794,0.9598910843189178,1.0
1024,PLXNA1,5,4.910260218996607,9.095561318631431e-07,6.6467872382334416e-06,0.8,2.1685962622394586,0.030113349202423343,0.11418926826999111,2.03058791798722,1.0
1025,DOCK7,5,4.9457591787663135,7.584768002787718e-07,5.660192965831483e-06,0.6,0.6634546761392862,0.5070393982026427,0.7132854087243022,1.9711749592791503,1.0
1026,CPNE8,5,5.21120846413965,1.8761448925564124e-07,1.6562106806183327e-06,0.6,0.4243583773374274,0.6713044709747489,0.8225248892855038,1.5387711047771326,1.0
1027,ARMC10,5,5.255872639934802,1.4732422121281495e-07,1.3479881202401952e-06,0.8,2.017408936982449,0.04365285540032013,0.14833546758080451,1.4652971787686453,1.0
1028,PTGER4,5,6.07077321535436,1.272958469962974e-09,2.2039757944379863e-08,0.6,0.7690916396074303,0.44183891095016703,0.6592732041870698,0.13832133082123865,1.0
1029,ZFP804B,4,-6.960736676631147,3.384979596419368e-12,1.4077432733651604e-10,1.0,-3.8963210063729696,9.766492578436183e-05,0.0013947798546874522,1.1499243520624187,0.0
1030,AOX1,5,-6.61246492748553,3.779726865133368e-11,1.0880354621163045e-09,1.0,-2.608725736034337,0.00908800486201219,0.04675929638670368,0.7486302081121479,0.0
1031,LAPTM4A,5,5.242259029983109,1.5862247511347156e-07,1.427802292991657e-06,1.0,5.242259029983108,1.5862247511347214e-07,8.665079894647494e-06,,
1032,CACNA1B,5,5.350906664034375,8.751465321453973e-08,8.566188882359914e-07,0.8,2.4228328200601177,0.015400011946638486,0.06955006759638752,1.3021518428465675,1.0
1033,PKIB,5,5.2384854336579565,1.6189975187175306e-07,1.4548125369062196e-06,0.6,1.0336504506177928,0.3012996049077806,0.5254292240895259,,
1034,SPATA13,5,5.457915391959144,4.81757107951106e-08,5.111566442824812e-07,1.0,4.953287736033186,7.296994998899907e-07,3.0270641910223377e-05,1.1150025146922071,1.0
1035,UAP1,5,6.49043311045551,8.558996039914794e-11,2.189621367120088e-09,1.0,5.840027879299691,5.219208750741366e-09,5.999190502935493e-07,-0.5665680171984697,0.0
1036,SLA,5,6.101055540773359,1.0537028310804079e-09,1.869334325835253e-08,1.0,6.101055540773358,1.0537028310804155e-09,1.6148971537076887e-07,0.06133705256835098,1.0
1037,WSB1,5,4.685447606898727,2.793487543274859e-06,1.760769452257634e-05,1.0,4.685447606898726,2.7934875432748646e-06,8.422186851782433e-05,2.364899096569749,1.0
1038,DHFR,5,5.227265443433891,1.7203543255694557e-07,1.5367136965367313e-06,0.6,0.710530336112158,0.47737532577219866,0.6892460216487641,,
1039,SF3B4,5,5.6969979075158514,1.2193542360112601e-08,1.5411911289462946e-07,1.0,4.571885313369824,4.8335548311670145e-06,0.0001307109636785378,0.7124055421325718,1.0
