,symbol,K_ni,Z_NI,p_NI,FDR_NI,ni_consistency,Z_NI_RE,p_NI_RE,FDR_NI_RE,incision_Z,incision_agreement
8231,CRYL1,5,-2.2327670596253917,0.02556430959303589,0.05192544513240031,0.6,-0.5638828767678549,0.5728338441568042,0.7602875301486186,-0.028447934658000246,1.0
8232,WDR20,5,-2.7538033526216656,0.005890715070952882,0.014624736141354747,0.8,-1.5159235807628957,0.1295386768929916,0.30953142484954477,0.820985709232325,0.0
8233,GRXCR1,3,-2.6136320262533395,0.008958546372258925,0.02104442169595321,1.0,-2.6136320262533395,0.008958546372258925,0.046260512401418985,0.4599760171308436,0.0
8234,MSRB2,5,-2.3166110416935015,0.020524929344676573,0.04297098792222193,0.8,-2.1840255602636054,0.028960369902080205,0.1108584742412654,0.11055051986881738,0.0
8235,DNAJB2,5,-3.02915170267012,0.0024524150244501623,0.0068211012409173395,0.6,0.14622248132814378,0.8837457587665041,0.9483765429916479,1.2714239507813048,0.0
8236,CHERP,5,1.5867204333685332,0.11257597636583544,0.18198628389562538,0.6,1.3739563589018593,0.1694552312481491,0.368410323804812,1.0768125015851415,1.0
8237,SLC4A9,3,-2.1696166738183478,0.030035897177852527,0.05968237335988175,1.0,-2.1696166738183473,0.030035897177852537,0.11392167050591549,-0.20172005194696627,1.0
8238,SIGLEC1,5,1.7561626713933765,0.07906063651514995,0.135593374323776,1.0,1.7561626713933765,0.07906063651514995,0.2231983038715269,0.8003552246088902,1.0
8239,KREMEN2,3,-1.679230934609218,0.09310704527233618,0.15566745589370792,1.0,-1.571845074711627,0.11598648512609701,0.28899718527881346,-0.9333938340094734,1.0
8240,ZNHIT2,5,-1.9142545418615267,0.055587639748497834,0.10091988736614414,0.6,-0.4613461485544364,0.6445502805990647,0.8066218184576638,,
8241,THNSL1,5,1.9865374505377271,0.04697367871114366,0.08773508576245202,0.6,1.9865374505377271,0.04697367871114366,0.15637737932961582,0.42180990347768604,1.0
8242,FAM114A2,3,-2.5873855305178384,0.009670732186609975,0.022475422515131748,0.6666666666666667,-1.1971245327941045,0.23125801909335564,0.44644517205546236,-0.1965330105603764,1.0
8243,ITPRIPL1,5,2.2052307851601034,0.02743790396318339,0.055189231546799306,1.0,2.2052307851601034,0.02743790396318339,0.10653347088871956,0.06444894991159572,1.0
8244,TMEM250,3,-3.604916377457319,0.0003122534542848019,0.0011230810898135684,1.0,-3.6049163774573194,0.0003122534542848012,0.0035009256765019823,1.9482062852007294,0.0
8245,NAA20,5,-1.3378102123354139,0.1809583119925977,0.2685334391340754,0.8,-1.337810212335414,0.1809583119925976,0.383953593142094,-1.4765479960252832,1.0
8246,MRPL30,4,-1.3599808292409044,0.17383599055193333,0.2600626641011931,0.75,-1.3599808292409044,0.17383599055193333,0.3744577453950547,-1.4138339266228728,1.0
8247,APMAP,5,1.7603801819490839,0.0783433672531924,0.13453049224762326,0.8,1.7603801819490832,0.07834336725319253,0.2218851634367801,0.7869514141916918,1.0
8248,MARK1,5,-3.03259842429038,0.002424580150935348,0.006753896105399172,0.8,-1.6339905808479527,0.102260828393046,0.26588457925882775,1.2849186538486461,0.0
8249,SUFU,5,1.4332243366592068,0.15179373688011025,0.23287514439147142,0.8,1.4332243366592068,0.15179373688011025,0.3433770579253225,1.3186016615508693,1.0
8250,INSL3,3,1.910831481691126,0.05602624059923863,0.10157134002175222,1.0,1.9108314816911263,0.05602624059923863,0.17614616702214908,,
8251,RNF41,5,1.910608198624465,0.05605494997706163,0.10161225846241641,0.8,1.9106081986244652,0.0560549499770616,0.17619094797195664,,
8252,LMO3,3,-1.7437569321893545,0.08120148325349798,0.13869022297099357,1.0,-1.5992363107729592,0.10976810502402005,0.2791109842610044,-0.829410923713746,1.0
8253,MXI1,5,-1.108144856624383,0.26779926123236597,0.368659896032096,0.6,-0.9347419887928097,0.34992128222445906,0.5763655153128915,-1.8437945875568225,1.0
8254,ITGB5,5,-2.375077102108384,0.017545284799740726,0.03761568125856745,0.6,-0.3007387528178724,0.7636137154653572,0.8803965324925399,0.2189272436094294,0.0
8255,TRIM63,3,2.405175968001892,0.016164680099763875,0.035072381261248425,0.6666666666666667,0.43032607408948287,0.6669584626609795,0.8195837456466124,-0.1616171308170462,0.0
8256,RGS20,5,1.8737033516310093,0.060971323725050874,0.1091850427671797,0.8,1.8528497921669695,0.06390389114984693,0.1941514695874204,0.5968805205258328,1.0
8257,LRP2,5,-2.6617760212542096,0.00777295817389437,0.01863224290317956,0.6,-0.5343214192079161,0.5931191755503855,0.773320881741629,0.6861715892726331,0.0
8258,ZMIZ1,5,1.5548227378700192,0.11998829226244745,0.19179586803747273,0.8,-0.39015943637929945,0.6964186545072961,0.8394547264723914,1.1155966519337575,1.0
8259,REL,5,1.9877319388925876,0.04684134459691973,0.0875175455207377,0.6,1.9877319388925874,0.04684134459691973,0.15603097922483705,0.41048148880430096,1.0
8260,MAGI2,5,-2.8910819724637307,0.0038391796694790415,0.01006910186804264,0.8,-2.2155060026608164,0.026725352791214418,0.10457636865252506,1.0612803508824398,0.0
8261,IFI44L,3,2.3484725460857083,0.0188505888096612,0.04000704525932968,0.6666666666666666,0.9696568276026197,0.3322175766991926,0.5577476722087651,-0.07968546017474301,0.0
8262,S100A3,3,-2.232292613671995,0.025595629742970735,0.05198268263873026,0.6666666666666667,-0.19076561845250523,0.8487092264606738,0.9285369235492811,-0.09290429711462657,1.0
8263,VSIG10L2,2,-2.104922102034093,0.035298089424137084,0.06854223089492223,1.0,-2.1049221020340925,0.03529808942413714,0.12751351122356908,-0.34127203921070404,1.0
8264,POLN,3,1.9062247881681336,0.056621047491194496,0.10254859153892672,1.0,1.9062247881681333,0.056621047491194496,0.17749840493830518,,
8265,ROCK2,5,1.88473707252606,0.05946534454409648,0.10680946883461472,0.6,-0.2916150669080119,0.7705809541965732,0.88339248574401,0.572150711111938,1.0
8266,AMN1,5,3.1330492598404924,0.0017300040530306435,0.005007874621504585,0.8,3.133049259840493,0.0017300040530306392,0.013183714127883581,-1.4601908025479864,0.0
8267,GPRIN2,3,1.905390999660518,0.05672926429326932,0.10271087098908267,1.0,1.9053909996605183,0.05672926429326932,0.17766940067780393,,
8268,LHFPL2,5,1.5967352279047788,0.11032473953875892,0.1790464838558229,0.8,1.5967352279047786,0.11032473953875901,0.2799965121474849,1.0409339578139847,1.0
8269,SIN3A,5,2.036953281710257,0.04165472392214501,0.07911290767175494,0.6,1.0072406868347643,0.31381912520462973,0.5387754548684817,0.32381457288629567,1.0
8270,OSBPL3,5,1.495350761794346,0.1348229236285009,0.21128040856000854,0.8,0.36930729190645367,0.7118986909785185,0.8498009472825925,1.204914540539781,1.0
8271,PSMB8,5,2.831255080179826,0.004636572799223899,0.011885481333863092,0.8,2.8312550801798255,0.004636572799223908,0.02790711017191059,-0.9701033028652847,0.0
8272,SLC47A1,5,1.7822856895421886,0.07470265515557092,0.12936580332025632,0.8,1.7822856895421886,0.07470265515557092,0.21463795279644904,0.7375698630991901,1.0
8273,RFC1,5,-2.66972525269083,0.007591333554999268,0.018252724143281215,1.0,-2.6697252526908306,0.007591333554999264,0.04092176923014051,0.7082169836105737,0.0
8274,CXCR2,3,1.9041733285951328,0.05688761410972401,0.10297504251357742,0.6666666666666666,1.793515093560413,0.07289059939477163,0.21110852164169028,,
8275,HSH2D,3,2.616358725609999,0.008887313302198106,0.02090716455059452,0.6666666666666666,1.6741947573202665,0.09409232952068558,0.2519683284624475,-0.4863652469467194,0.0
8276,EIF3D,5,2.786864889814771,0.005322066336996462,0.013397846693530866,0.6,0.7714410679438116,0.4404455406853186,0.6582622654106902,-0.8992090892592901,0.0
8277,PDSS2,5,-1.858822566570573,0.06305229267620922,0.11239612960532513,0.8,-1.858822566570573,0.06305229267620922,0.19245997778260174,-0.6116065549329243,1.0
8278,NOP53,5,2.245189860476204,0.02475594675001951,0.05045689331440992,0.6,1.5618458034264888,0.11832431854901689,0.2930381279680519,-0.019212191182198662,0.0
8279,SFMBT2,3,1.9074257459710893,0.0564654780509906,0.10228921885739263,0.6666666666666667,0.9063798257686546,0.3647348471532751,0.5906553413062189,0.5713274863404046,1.0
8280,MANEA,5,-3.445757945707901,0.0005694601932314296,0.0018965201445405677,0.8,-2.027428864409806,0.042618572514885544,0.1458388696023125,1.9738745157228026,0.0
8281,CASKIN2,5,-2.6294905758503635,0.008551290202563793,0.02022223162059439,0.6,-0.6452754328363327,0.5187487102483518,0.7226332816050092,0.644988665121427,0.0
8282,EZH1,4,-2.8614632593910834,0.004216903766072713,0.010938440861312577,0.5,-0.34353122153709337,0.7311988569216694,0.8616548113176329,0.8988043753713776,0.0
8283,TEDC2,3,-1.1679888378497887,0.2428112673851821,0.34021942755942897,1.0,-1.1679888378497885,0.24281126738518222,0.45975998409959934,-1.675594156494861,1.0
8284,KLHL26,5,1.5047975203021284,0.1323761414875396,0.20804119767392282,0.6,1.5047975203021284,0.1323761414875396,0.31436550653396295,1.1835990987745648,1.0
8285,GSE1,5,-2.5566311746440094,0.010569121362172708,0.024337798662588016,1.0,-2.55663117464401,0.010569121362172704,0.05264522924666946,0.5292602258265686,0.0
8286,NSRP1,5,1.9012606617920942,0.05726787895049662,0.10352751555140018,0.6,1.901260661792094,0.05726787895049666,0.17890592095953384,,
8287,C1QTNF5,5,-1.9011442191867811,0.05728312502076191,0.10353972122782752,0.8,-0.94104287215368,0.3466828893437649,0.5734854271854884,,
8288,PLA1A,4,2.2386879781145335,0.025176225292784713,0.05120000995775557,0.75,2.238687978114533,0.025176225292784724,0.10003181299573458,0.027900329994729037,1.0
8289,H1F1,3,-1.9004415741532525,0.05737519544052046,0.10368754612201055,1.0,-1.9004415741532523,0.057375195440520506,0.17911622688259063,,
8290,TRAF3IP3,5,2.6769956430955806,0.007428560095829927,0.017916583605795768,0.6,1.2066638083083934,0.2275616423734872,0.4420949877202066,-0.7286181703949504,0.0
8291,UBALD2,5,1.8993033765481113,0.057524599182485925,0.10389687649592169,0.6,0.8493282240712383,0.39569867998005637,0.6199928579164987,,
8292,TOP1,5,2.5946614521163696,0.009468413189010346,0.022057871232160346,0.6,0.4251140314274421,0.6707535496984149,0.8222717193458867,-0.5953977658359928,0.0
8293,TBC1D10B,4,1.3168539568592663,0.18788758254289017,0.27678135157083644,1.0,1.3168539568592663,0.18788758254289017,0.3923554114512466,1.4561670743538144,1.0
8294,SNU13,3,3.234945897253434,0.0012166578245535848,0.0036795396148384682,0.6666666666666666,1.296231864687211,0.19489561456813764,0.4017184721954293,-1.4198745485951973,0.0
8295,QTRT2,5,2.297684631266326,0.02157974489798813,0.04488413389689615,0.6,1.128945390062405,0.2589208714430964,0.4790050591400616,-0.11308408759155143,0.0
8296,NSA2,5,-1.3197684680388055,0.18691233232148008,0.2755654159245692,0.8,-1.3197684680388058,0.18691233232147997,0.3913196211213175,-1.4784315575692566,1.0
8297,TRPC7,5,-3.2313857228483926,0.0012319157317754329,0.003721604159946517,0.8,-3.231385722848392,0.001231915731775435,0.01014471007904113,1.6338308643318133,0.0
8298,RPS8,3,3.4859971360098614,0.0004903062540967147,0.0016650695768996352,0.6666666666666667,0.5009568547844643,0.616401487914747,0.7888261502988165,-1.7304134632607324,0.0
8299,CCNE1,5,-2.2547752606759515,0.02414743888026396,0.04941745899432852,0.6,-2.2547752606759515,0.02414743888026396,0.09701174959857502,0.04652794323014265,0.0
8300,CCL25,3,1.6423196449425592,0.10052377795713859,0.1657480448646105,0.6666666666666666,1.0309867618728152,0.30254702778236775,0.5266889360384677,0.956537602549167,1.0
8301,EDDM3B,3,1.8967899953046894,0.057855660284287444,0.1043966216010759,1.0,1.8967899953046896,0.057855660284287444,0.18034404689746247,,
8302,LAS1L,5,2.742651708526216,0.006094529015159667,0.015056215561033256,0.6,0.5790375212817778,0.5625638559349131,0.753118484587082,-0.8410667864291127,0.0
8303,MRI1,5,-1.9456623338295247,0.051695313996020134,0.09505230362831874,0.8,-1.9456623338295247,0.051695313996020134,0.16679548484641818,-0.45576728756858786,1.0
8304,EIF4EBP3,3,1.8961848066030136,0.05793561150990706,0.10450362240084814,0.6666666666666667,0.20007066495168585,0.8414253154862215,0.9248257304682381,,
8305,PCDHA1,3,-1.8961484717021289,0.05794041461893327,0.10450362240084814,1.0,-1.6897327603526284,0.09107909276645584,0.24637050882013029,,
8306,HSD11B2,3,-2.1014188094502275,0.03560421823334988,0.06903139512690726,0.6666666666666667,-0.7850858128717045,0.43240325720580264,0.6510632869344533,-0.26886545965075537,1.0
8307,SARDH,5,1.8500165887065754,0.06431115870180534,0.11424899850022034,1.0,1.8500165887065747,0.06431115870180544,0.19501230408958656,0.6096234285433952,1.0
8308,STARD4,5,-3.56263154603445,0.0003671558260986575,0.0012978189544314155,1.0,-3.5626315460344498,0.00036715582609865864,0.003974599891160888,2.179167375596672,0.0
8309,CPOX,5,2.7555508301502796,0.005859339952853124,0.014557759666710433,0.6,2.75555083015028,0.005859339952853115,0.03350044728829871,-0.8665247810737714,0.0
8310,COL6A2,5,1.725252486092046,0.0844819806043753,0.1433069661872511,1.0,1.725252486092046,0.0844819806043753,0.2338443772667551,0.8091870256135848,1.0
8311,UCK1,5,2.10561409789369,0.03523788704922935,0.06847352740535856,0.8,1.9785883933427255,0.04786236749692372,0.15817876015628535,0.18969538895478072,1.0
8312,KHDRBS1,5,1.8066899267864547,0.07081063918697333,0.12390926100251427,0.8,1.8066899267864547,0.07081063918697333,0.20726042437184483,0.6759296710279465,1.0
8313,COX19,5,2.9460510107889695,0.0032185931577830046,0.008637184492156986,0.8,1.9823152358367713,0.04744396985310145,0.15740480838014337,-1.1793531497930545,0.0
8314,OVOL1,3,-2.360800315536984,0.018235546699297545,0.03890626050100193,1.0,-2.360800315536984,0.018235546699297545,0.0790143374258568,0.12434789518440607,0.0
8315,RHBDL1,4,-3.362131638391099,0.0007734324268098723,0.0024843496077153124,0.75,-1.6270848106440656,0.10371908654685907,0.26866327394735706,1.6824494228976503,0.0
8316,MSS51,3,2.885929671239035,0.003902593536613584,0.01021922610631673,0.6666666666666666,0.6257762243161062,0.5314617286598645,0.7322695856803527,-0.9093952546503083,0.0
8317,SLC26A10,3,2.0660373159238374,0.03882495623679711,0.07444748327519297,0.6666666666666666,0.5418563855919051,0.587917444294703,0.7697455156644007,0.3155744596502019,1.0
8318,RAD54L,3,2.813871263377456,0.004894882672184473,0.01246846691135694,0.6666666666666666,0.8679807295632137,0.38540488212987734,0.6102182522492567,-0.8025335501269522,0.0
8319,FA2H,5,-2.7184573852236564,0.006558710377310932,0.016066268190802212,0.6,-0.13539462602699318,0.8922998728193493,0.9523544487580355,0.812366727671482,0.0
8320,PSMA8,3,1.635143884723858,0.1020188883937322,0.16775448447179173,1.0,1.6351438847238582,0.1020188883937322,0.26554751386901326,0.956537602549167,1.0
8321,HGSNAT,3,1.8908886382388503,0.05863921142867722,0.10563737783712074,0.6666666666666666,1.2058927068504977,0.22785886308487024,0.44230326044104284,,
8322,PTGR1,5,2.5985447857249917,0.009361983175590215,0.02183451395270808,0.8,1.7741022492046963,0.07604623882589281,0.2172449680783876,-0.619121153625196,0.0
8323,YAP1,5,1.8764687786050849,0.060590937964819666,0.10858609844020085,0.6,0.40334595334198087,0.6866937403973834,0.8327463397360605,0.5559157967139916,1.0
8324,HACD3,5,-2.610000892420683,0.009054198645903672,0.021224344425293525,0.8,-2.610000892420683,0.009054198645903672,0.0466724060999681,0.6383161510247709,0.0
8325,SHLD2,3,-2.253009026094398,0.024258579860224005,0.04961423623457651,1.0,-2.253009026094398,0.024258579860224005,0.09738734267437005,-0.030747399535681553,1.0
8326,CEP44,5,2.2571159585330545,0.024000829953796002,0.04915388980391381,0.6,0.446802894178157,0.6550173814456783,0.8121634739362384,-0.06564056723426104,0.0
8327,DNAI2,3,1.378266959025294,0.16812088052413565,0.25313716132406927,0.6666666666666666,1.3782669590252938,0.16812088052413565,0.36697043576889005,1.336295702894092,1.0
8328,P2RY2,5,-2.345703171764763,0.01899122496211992,0.040257094297237145,0.6,-0.5198124331557029,0.6031943127505539,0.7792142561966103,0.21198910012709102,0.0
8329,GOLGA4,5,-1.8877933059308916,0.059053704213474334,0.10630308995556577,0.6,-0.7865712795805353,0.4315328774267373,0.6504628164254035,,
8330,CWF19L1,5,2.409402282614592,0.015978674386089527,0.03474044639938971,0.6,2.4094022826145918,0.01597867438608955,0.07137630960388319,-0.3164448338230519,0.0
8331,LY6G6D,3,2.33524730304829,0.01953050531751745,0.041204922059346956,1.0,2.33524730304829,0.01953050531751745,0.08312391977771891,-0.09748238055226237,0.0
8332,ZDHHC14,5,1.015445975567501,0.3098932867071641,0.4152314159780604,0.6,1.0154459755675012,0.309893286707164,0.534864826024711,1.9510335011064168,1.0
8333,TTF1,5,1.9897976546292684,0.04661322991042504,0.08713068113804125,0.8,-0.1870949338578776,0.8515862002211263,0.9300860960778676,0.3647419811787169,1.0
8334,GFPT2,5,2.1977875960031708,0.02796424578593606,0.05611835551028294,0.8,2.1977875960031708,0.02796424578593606,0.10822169657442453,0.025751891511008155,1.0
8335,APC,5,0.9812848745989142,0.3264522794810759,0.43296779887586284,0.6,0.4879102878506422,0.625613387115072,0.7954296471674395,2.006148862761665,1.0
8336,AZI2,5,-2.2788992606511997,0.022673054390381975,0.046816915702295715,0.8,-1.7852993361391227,0.07421277649591898,0.21373461306134683,0.10652023517853262,0.0
8337,TEX15,3,-3.0115508795045347,0.002599168402546719,0.0071834088159881924,0.6666666666666666,-0.5025552499276774,0.615276998487668,0.7881793111189445,1.1094389975217274,0.0
8338,RNF6,5,-2.87903939399441,0.00398888504239595,0.01041327508172589,0.8,-2.8790393939944106,0.003988885042395943,0.024999630905618193,1.084141166271419,0.0
8339,FAM83F,4,-1.8855817446550016,0.05935133932095785,0.10672279939603413,0.5,-1.8855817446550012,0.05935133932095795,0.18398044746847295,,
8340,MICAL2,5,2.742968721308328,0.006088648485521765,0.01504617941659544,0.6,0.6446967356714839,0.5191237321483129,0.7228534042940371,-0.8637859066392686,0.0
8341,NEURL2,3,1.8850965519630971,0.05941680348867966,0.10678251154664775,0.6666666666666666,1.8850965519630967,0.05941680348867974,0.18398588017945022,,
8342,GMPPB,4,-1.8849071044045183,0.059442380781420064,0.1067936922494372,0.5,-1.884907104404518,0.059442380781420064,0.18398588017945022,,
8343,HSD17B11,5,2.955908928413799,0.0031174912800163985,0.008397187252535626,0.6,0.27635861008694274,0.782272643582954,0.8898479002532509,-1.2120989502064705,0.0
8344,KCNH2,5,-3.2491872209896897,0.0011573527799285787,0.003525304235071372,0.6,0.18578145077836744,0.8526161514250264,0.9308994722378939,1.6900774134306595,0.0
8345,SPRN,5,1.883690232275747,0.05960688843337768,0.10699296268351623,0.6,-0.05369906287384062,0.9571749294447034,0.9823996671525225,,
8346,SLC9A1,4,-3.391990768495793,0.0006938677793778559,0.0022568087019576087,0.75,0.23517374609429562,0.8140738821846828,0.907560510400813,1.7457997696883136,0.0
8347,GLT8D2,5,2.4888156018806886,0.01281694230642617,0.02873439374996153,0.6,0.3768262951129991,0.7063026981223,0.8459890194167675,-0.45577111989275887,0.0
8348,BTBD7,5,1.3313063319337164,0.1830882356058393,0.271176513742021,0.6,1.3313063319337164,0.1830882356058393,0.3866389992023287,1.4284740564125373,1.0
8349,USP32,5,-2.739649334308875,0.006150476678125391,0.015178573129019155,1.0,-2.7396493343088753,0.006150476678125387,0.03474494538441345,0.8645825655873439,0.0
8350,MILR1,3,2.4425138367851487,0.014585370489609577,0.03215035988067888,0.6666666666666666,0.8762458262889976,0.38089640867842556,0.6064865014868408,-0.26642394117603996,0.0
8351,CBLN3,3,-2.0111400908429644,0.044310661582957385,0.08343914340399439,0.6666666666666667,-2.0111400908429644,0.044310661582957385,0.1501110250616877,-0.37826471398779843,1.0
8352,AMOTL1,5,2.3552160729909137,0.018511937920396626,0.03938932979282748,0.6,-0.35734249869257084,0.7208354180142262,0.8549203094705842,-0.2392765499469672,0.0
8353,TMEM186,5,-0.9646406296967475,0.33472484166857874,0.4416041430972673,0.6,-0.9646406296967475,0.33472484166857874,0.5604254075762002,-2.02427968718191,1.0
8354,SFXN4,5,-2.4271511134092885,0.015217915774610392,0.03332719527670696,0.8,-2.427151113409288,0.015217915774610407,0.06893457632768239,0.35680945782547047,0.0
8355,POMT1,5,1.695345217006525,0.09000995177905817,0.15140698392753768,0.6,1.466812867563725,0.14242696833193022,0.3301836722765419,0.834209346216752,1.0
8356,ZCCHC4,5,2.6461041586650698,0.008142474041465049,0.019375248754216427,0.6,0.8395569388524783,0.40115685164676795,0.624954036776727,-0.714473399024429,0.0
8357,COL23A1,5,-2.409078950814333,0.015992837876205646,0.03475298050767439,0.8,-0.7404474460894507,0.4590285385847942,0.6742248975646032,0.32894079029839524,0.0
8358,CARD11,4,2.542309613038876,0.011012257702671934,0.025196971177028734,0.5,0.35568608228313675,0.7220756690498726,0.8559006354993907,-0.4518894757719376,0.0
8359,TOMM20L,2,1.3308730627090517,0.18323078207743293,0.271297603090229,0.5,0.9134504151154427,0.36100570075061233,0.5874905475198245,1.3689161223216062,1.0
8360,AGTR1B,5,-2.3465051571497084,0.018950403957124013,0.040187967494979715,1.0,-2.3465051571497084,0.018950403957124013,0.08130302910790997,0.22984148184420067,0.0
8361,ACAP1,3,2.5019138319104957,0.012352398499613329,0.027843783190194718,0.6666666666666666,1.9551032931480317,0.05057087965755735,0.16441744256371818,-0.36013026556437033,0.0
8362,CHCHD6,5,2.326333884816723,0.020000745697714848,0.0420170507410301,0.8,2.326333884816723,0.020000745697714848,0.08438754595681268,-0.1975042802605861,0.0
8363,CLPTM1L,5,1.7016093460258837,0.08882862434950704,0.14964797864967333,1.0,1.7016093460258837,0.08882862434950704,0.24208579485908424,0.8195172366518338,1.0
8364,JAM3,5,-1.6506265430541043,0.09881485553533034,0.1635092960932508,0.6,-1.6506265430541043,0.09881485553533034,0.26002917151363875,-0.9020382405108399,1.0
8365,TRIM54,3,2.5760940563610686,0.009992346094947948,0.023141641606769056,0.6666666666666666,0.9644116872661582,0.334839565051985,0.5605431432619158,-0.47231488195485327,0.0
8366,SKIL,5,1.7940277337814756,0.07280874229796801,0.12674908524568432,0.8,1.7940277337814758,0.07280874229796801,0.21098219581862157,0.666898800828156,1.0
8367,LASP1,5,1.3067718437412628,0.19129021040295835,0.2810434548721611,0.8,1.3067718437412628,0.19129021040295835,0.3967713737581161,1.4599009147331994,1.0
8368,ARGLU1,4,1.7329033525025206,0.08311284831684505,0.14134575736287258,0.5,1.7329033525025204,0.08311284831684512,0.23112037664542287,0.7805070786057183,1.0
8369,UROS,5,2.4015473743670452,0.01632589496309631,0.03539772248220725,0.8,2.401547374367045,0.01632589496309631,0.07248557227177312,-0.32262087842343146,0.0
8370,PKMYT1,5,1.8803341299940086,0.060062554604141234,0.10774416427958662,0.6,1.1036126186492468,0.2697612150035087,0.4910605152806975,0.5255876511707522,1.0
8371,RASAL1,3,2.5816005976340346,0.009834332510772852,0.022811205628894247,0.6666666666666666,0.6655528352298612,0.5056969616831379,0.7119355577318548,-0.4826687286904295,0.0
8372,ODAD4,2,2.4537160913899716,0.014138856086312582,0.031307872366641586,0.5,0.3621180438381335,0.7172638203521502,0.8528843932808039,-0.19307299329133543,0.0
8373,EMILIN1,5,2.386893483889334,0.016991413437186142,0.03660097282825417,0.6,1.36929658144145,0.17090658617092902,0.37028875778082876,-0.29986440025738237,0.0
8374,KLHL2,5,1.488927912058509,0.13650635258427019,0.21329681374255077,0.6,0.7725048983402852,0.43981544685813334,0.6578755271652984,1.161721905958231,1.0
8375,SERPINB9D,3,1.617945548129029,0.1056743330419508,0.17273568640236714,1.0,1.6179455481290288,0.1056743330419508,0.27223681875647776,0.956537602549167,1.0
8376,TMEM179B,3,2.6557883133957914,0.00791232651491039,0.018887341862531985,0.6666666666666666,2.6557883133957914,0.00791232651491039,0.0420533017233154,-0.5954091823325814,0.0
8377,TMEM53,5,2.554131496394145,0.010645304527029175,0.02449618803439273,1.0,2.554131496394145,0.010645304527029175,0.052929132031056446,-0.5738950091342563,0.0
8378,SPTBN1,5,-3.204283945192618,0.001353988704035683,0.004043886869216641,1.0,-3.2042839451926177,0.0013539887040356858,0.010937638374425901,1.6329516239735733,0.0
8379,RPP25L,5,1.875230233247551,0.060761056591061686,0.10884383210987587,0.8,1.875230233247551,0.060761056591061686,0.1872494896099894,,
8380,PTCH2,5,1.76696757365946,0.07723365897891502,0.13296978608477233,0.8,1.7669675736594597,0.07723365897891504,0.21965146450498313,0.7061247496855744,1.0
8381,NMRAL1,5,3.46022788343673,0.0005397184242249436,0.001811567877948677,0.8,3.4602278834367293,0.0005397184242249452,0.005330202480770462,-2.051289064026016,0.0
8382,SH3BGR,5,-1.6385988614026399,0.10129682963214437,0.16675442027268064,0.8,-1.6385988614026397,0.10129682963214437,0.2642498225486609,-0.9141637871220016,1.0
8383,FGA,2,1.6206744019778834,0.10508748628903324,0.1720142477310204,1.0,1.6206744019778834,0.10508748628903324,0.2711470106088976,0.956537602549167,1.0
8384,GNG10,3,3.4118836070777516,0.0006451565427619358,0.002114580415009022,1.0,3.4118836070777516,0.0006451565427619358,0.006144206614381796,-1.7296504526044618,0.0
8385,T2,3,-1.5351565235206128,0.12474538481991791,0.1980039901744612,0.6666666666666667,-1.0361330504029482,0.30014007518733055,0.5242132053915718,-1.0748872136636607,1.0
8386,TTK,4,2.7519655220421937,0.005923875734237078,0.014687236541805287,1.0,2.7519655220421937,0.005923875734237078,0.03374122200725812,-0.8251528306002134,0.0
8387,SLC13A3,5,-2.4393589326579344,0.014713345993973505,0.03239793839194485,0.6,0.025149920120784187,0.9799353822594219,0.9913752488941967,0.39258495950753414,0.0
8388,SEPTIN3,3,0.9945856367264144,0.3199378360880144,0.4260689567084089,0.6666666666666666,0.6625726384891528,0.507604298819676,0.7138374132594119,1.8817738205612298,1.0
8389,PTGER3,5,-3.5441044006138274,0.0003939492157455998,0.001380323331714896,0.8,-3.5441044006138274,0.0003939492157455998,0.004185267919782521,2.191339319174172,0.0
8390,CCNB1,3,2.5755935910096106,0.010006818755241682,0.023162196061636182,1.0,2.57559359100961,0.010006818755241694,0.05043631669816094,-0.4831966928428522,0.0
8391,MSLNL,3,0.8968102704251559,0.3698201666500939,0.4785976073801684,0.6666666666666666,0.8968102704251557,0.3698201666500939,0.5963227658379754,2.025484088547367,1.0
8392,EAF2,3,-1.3656789072723945,0.17203976757747652,0.25791162330788797,1.0,-1.3133220267330714,0.1890744593354451,0.39395272544313786,-1.3246532287857484,1.0
8393,ARC,5,-2.380458343919882,0.017291115892114458,0.03717399016057651,0.6,-0.18411247089711957,0.8539252233557746,0.931606669581606,0.2994535390316128,0.0
8394,PNMA2,5,-2.702568042627109,0.006880609982804592,0.016758071871009653,0.8,-2.7025680426271084,0.006880609982804602,0.038000619431225145,0.8240431500893548,0.0
8395,LIN54,4,1.9742093239467209,0.0483579462408711,0.08988705247128817,0.5,-0.03293866860442853,0.9737234964275697,0.9888987184236798,0.4202763833027974,1.0
8396,HIRIP3,5,3.1298381934175636,0.0017490261424329822,0.0050549817896893175,0.8,3.129838193417563,0.0017490261424329822,0.013285856222831906,-1.5209815247804748,0.0
8397,RNF214,5,-3.128391986199923,0.001757656004200926,0.005076377976188052,0.8,-3.1283919861999223,0.0017576560042009313,0.013320843489713286,1.5186981113855063,0.0
8398,KIF21B,5,-3.343320551807013,0.0008278221477610604,0.002639590096270675,0.6,0.05797845078152531,0.9537657934321224,0.9805593831966888,1.8703043006840827,0.0
8399,PDZD2,5,-3.1651923428003252,0.0015498046358688332,0.004548291902996618,1.0,-3.165192342800325,0.0015498046358688332,0.012153708070460243,1.5806137454385625,0.0
