symbol,K,meta_Z,meta_p,consistency,n_up,n_dn,lfc_GSE267799_SMIR_DRG,lfc_GSE212311_CCI_DRG,lfc_GSE278227_CCI_DRG,lfc_GSE241361_S1R_DRG,lfc_GSE265957_Xtail_DRG_Day4,lfc_GSE265957_Xtail_DRG_Day63,meta_FDR,incision_lfc,concordant_incision
CHGA,6,-4.250703689590365,2.1309993664152034e-05,0.8333333333333334,1,5,0.610315003289557,-0.49313328813935,-0.7486344034268235,-0.21453780830691827,-0.36035568484237,-0.156739983368127,0.00015690525584032228,0.610315003289557,False
PBX1,4,-4.250527584924475,2.1326756693231304e-05,0.5,2,2,,,-0.24198952739318802,0.18077430455723675,-0.0938215792040165,0.0850386322761135,0.00015695886028740087,,False
GNG12,5,4.250314429547419,2.13470632932807e-05,0.8,4,1,,0.15355094725912632,0.2621698674875663,0.2303128825115559,-0.0476997772188916,0.018685044824829,0.0001570384851690587,,False
TICAM1,4,4.249157605655955,2.1457591446881418e-05,1.0,4,0,,,0.32600563184628895,0.4943992572716276,0.0495209402978705,0.17087547824527,0.00015778145429976953,,False
RGS7BP,6,-4.248995416980955,2.147313115657518e-05,0.8333333333333334,1,5,0.5973142645046083,-0.21724747634549235,-0.5893765529507782,-2.8869900539167865,-0.716514293167604,-0.592481023805884,0.00015782513254855083,0.5973142645046083,False
PRDM16,5,4.2488966270805015,2.148260171773109e-05,1.0,5,0,0.4639792200093136,,0.25206847204737937,0.1405223279068344,0.137890791483931,0.300548191763275,0.00015782513254855083,0.4639792200093136,True
RARRES1,6,-4.248019271729035,2.1566884626319053e-05,0.8333333333333334,1,5,0.006517884183504741,-0.17148280411212724,-0.5072286248440472,-0.49041599517325807,-0.253734428817905,-0.136866184285359,0.00015837403475369696,0.006517884183504741,False
TPMT,6,-4.247018223706082,2.166343449366401e-05,1.0,0,6,-0.05109818473881145,-0.16195767900581304,-0.24988675585226616,-0.09341330183843066,-0.164387126915523,-0.167625307809068,0.0001590124912368633,-0.05109818473881145,True
UCMA,4,4.2468638356991155,2.1678361601052322e-05,0.75,3,1,0.016498546219477772,0.11036625634351027,0.7058141766253772,-0.00740306918580419,,,0.00015903732172167342,0.016498546219477772,True
TMSB15B2,4,4.246784520797616,2.1686034021617743e-05,0.5,2,2,-0.23170186429821715,0.3771299330320188,0.6018812438652033,-0.4082409127654576,,,0.00015903732172167342,-0.23170186429821715,False
LYC2,3,4.24485197971415,2.187377651508648e-05,0.6666666666666666,2,1,-0.09920119525603299,0.7414597141334669,1.5861741445965354,,,,0.00016034311287764012,-0.09920119525603299,False
TUSC2,6,-4.243727423451205,2.198373590238741e-05,0.6666666666666666,2,4,0.14021383014046407,-0.1325020506010368,-0.22521836789471816,-1.7368776795910117,-0.0576369832206301,0.13955262733024,0.0001610778205649918,0.14021383014046407,False
GPR17,3,4.2435068759741945,2.2005362711140677e-05,1.0,3,0,,0.2045289561246546,0.24557718075613966,0.1985280396017024,,,0.00016116493964371705,,False
PTPRD,6,-4.242827840644904,2.207207590853125e-05,0.6666666666666666,2,4,0.15082221898049486,0.2835265749241671,-0.34870207321452007,-0.29375011778795646,-0.570421367848594,-0.355706544051084,0.00016158204353737695,0.15082221898049486,False
SYT3,6,-4.2420539866201965,2.21483394623646e-05,0.6666666666666666,2,4,0.5342708523717139,-0.29182670944381073,-0.7885435886967125,-0.4136312696334401,-0.380998547951613,0.0084572562664112,0.00016206866259109586,0.5342708523717139,False
C5AR2,4,4.241507573711413,2.2202339620628328e-05,1.0,4,0,0.019905825909692476,0.27173563566764625,0.7394924662721998,0.19696444546642078,,,0.0001623920129918869,0.019905825909692476,True
PARP6,5,4.240736912938194,2.227871448939278e-05,0.8,4,1,0.0889187580195312,,0.17100387545930662,0.333420463268574,0.265361646324814,-0.262560869665104,0.0001628559450689773,0.0889187580195312,True
COPZ1,6,4.24066910109851,2.2285446808919383e-05,1.0,6,0,0.03254571667875705,0.038654361362980616,0.14189711070335864,0.2463724071608162,0.0276610184868584,0.251476142348118,0.0001628559450689773,0.03254571667875705,True
SPATA31D3,3,4.240190071623591,2.2333059754014827e-05,1.0,3,0,0.07925978241983005,0.025021960786490237,0.15250194917154508,,,,0.000163131864540359,0.07925978241983005,True
SLC16A3,6,4.239860011838052,2.236592223569219e-05,0.6666666666666666,4,2,-0.14901847432884008,0.19311592540173816,1.267650673631094,-0.2389939138871644,0.549120143137788,0.45797112444407,0.0001632998433370874,-0.14901847432884008,False
SGCZ,5,-4.2388515528000505,2.246661507225694e-05,0.8,1,4,0.023307550208263417,,-0.4033522913637606,-0.24758473582840246,-0.539926091169623,-0.430019947691103,0.00016389705232764293,0.023307550208263417,False
CPNE2,6,4.238842496792,2.24675212500859e-05,1.0,6,0,0.33054788348077313,0.05896594369427843,0.1357096733782548,0.6682650341887761,0.317089214352212,0.108542629750427,0.00016389705232764293,0.33054788348077313,True
COX6B2,5,4.23738580239854,2.2613737207200276e-05,1.0,5,0,,0.430386783226429,0.22979132370280642,0.3744614472114063,0.172297030825948,0.121789378085593,0.00016489100363593787,,False
ANKRD29,6,-4.236812773162951,2.267150293807525e-05,0.8333333333333334,1,5,0.26268770781584205,-0.09339029820811184,-0.24031851858783426,-0.478868449851344,-0.875662101024881,-0.455977957390795,0.0001652394172747783,0.26268770781584205,False
BRMS1,5,4.23555676751595,2.2798609547546854e-05,0.6,3,2,0.09208095781304682,,0.36454722283193597,-1.0821003993009821,0.269924614985452,-0.0500358854456088,0.00016609268716152973,0.09208095781304682,True
TMEM123,6,4.233699016105294,2.2987856310302297e-05,0.8333333333333334,5,1,-0.09600246805271073,0.10986011642893834,0.44491397218448725,0.4249171038068331,0.0452824095107233,0.10886561177243,0.00016739771123982562,-0.09600246805271073,False
MAP2K3,5,4.2326326321232175,2.3097161844718545e-05,1.0,5,0,,0.06951523769175028,0.28179981029092094,0.21652864852500464,0.0551875794542677,0.19854021866129,0.000168119711017494,,False
PRR36,6,4.2319783608752095,2.316446999532754e-05,0.8333333333333334,5,1,0.28161780907609946,0.11080097067940015,0.3087863960031989,-0.552532675575635,0.0460494129049192,0.475829744665435,0.00016853551971985118,0.28161780907609946,True
RPL13A,3,4.231162972410103,2.3248614354490395e-05,0.6666666666666666,2,1,,0.025445033498593617,0.27476010431872044,-2.164666430174714,,,0.00016907340280998464,,False
GPR183,6,4.2308878327319315,2.327707308229222e-05,0.8333333333333334,5,1,-0.31418205521443676,0.4004935393484752,0.7666529195522602,0.8078420735317176,0.514875078705426,0.0738747326664534,0.00016920602268691298,-0.31418205521443676,False
UBE2QL1,5,-4.230577577987459,2.330920365823637e-05,0.6,2,3,,-0.06766320435485751,-0.36675485231949434,0.22713235404678045,0.0103462599911153,-0.279551386143795,0.0001693652058608992,,False
