chembl_id,pref_name,max_phase,first_approval,smiles,inchi_key,atc,drh_phase,drh_moa,drh_indication,pain_prior,mw,logp,tpsa,hbd,hba,rotb,charge,formula,n_torsions,pass,reason
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,4.0,2013.0,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,ZSDBFLMJVAGKOU-UHFFFAOYSA-N,A16AX09,,,,False,530.7,6.05,78.9,0.0,6.0,17.0,0.0,C33H38O6,40.0,True,
CHEMBL2105748,PRUCALOPRIDE SUCCINATE,4.0,2009.0,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,QZRSNVSQLGRAID-UHFFFAOYSA-N,,,,,False,367.9,2.09,76.8,2.0,5.0,6.0,0.0,C18H26ClN3O3,14.0,True,
CHEMBL2105749,SAMIDORPHAN L-MALATE,4.0,2021.0,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,RARHXUAUPNYAJF-QSYGGRRVSA-N,,,,,False,370.4,1.25,103.9,3.0,5.0,3.0,0.0,C21H26N2O4,10.0,True,
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,4.0,,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,OGCNTTUPLQTBJI-XFULWGLBSA-N,,,,,False,357.4,0.53,97.1,1.0,5.0,3.0,0.0,C18H20FN5O2,8.0,True,
CHEMBL2105755,NALDEMEDINE,4.0,2017.0,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,AXQACEQYCPKDMV-RZAWKFBISA-N,A06AH05,,,,False,570.6,3.48,141.2,4.0,9.0,6.0,0.0,C32H34N4O6,18.0,True,
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,4.0,2017.0,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,RQXMKRRBJITKRN-UHFFFAOYSA-N,,,,,False,454.9,5.64,107.7,2.0,7.0,6.0,0.0,C22H19ClN4O5,12.0,True,
CHEMBL2105758,AVATROMBOPAG MALEATE,4.0,2018.0,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,MISPBGHDNZYFNM-BTJKTKAUSA-N,,,,,False,649.7,6.58,101.9,2.0,9.0,7.0,0.0,C29H34Cl2N6O3S2,16.0,True,
CHEMBL2105759,BARICITINIB,4.0,2017.0,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,XUZMWHLSFXCVMG-UHFFFAOYSA-N,L04AF02,Launched,JAK inhibitor,rheumatoid arthritis,False,371.4,1.1,120.6,1.0,6.0,5.0,0.0,C16H17N7O2S,10.0,True,
CHEMBL2105760,BREXPIPRAZOLE,4.0,2015.0,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,N05AX16,Launched,dopamine receptor partial agonist,depression|schizophrenia,False,433.6,4.72,48.6,1.0,5.0,7.0,0.0,C25H27N3O2S,14.0,True,
CHEMBL2105762,OMARIGLIPTIN,4.0,2015.0,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,MKMPWKUAHLTIBJ-ISTRZQFTSA-N,,Launched,dipeptidyl peptidase inhibitor,diabetes mellitus,False,398.4,1.14,90.5,1.0,6.0,3.0,0.0,C17H20F2N4O3S,8.0,True,
CHEMBL2105827,"GLYCEROL, IODINATED",4.0,,CC(I)C1OCC(CO)O1,LTINPJMVDKPJJI-UHFFFAOYSA-N,,,,,False,258.1,0.54,38.7,1.0,3.0,2.0,0.0,C6H11IO3,6.0,True,
CHEMBL2105842,CORTIVAZOL,4.0,,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,RKHQGWMMUURILY-UHRZLXHJSA-N,H02AB17,,,,False,530.7,4.3,101.7,2.0,6.0,4.0,0.0,C32H38N2O5,14.0,True,
CHEMBL2105897,BARIUM SULFATE,4.0,2016.0,O=S(=O)([O-])[O-].[Ba+2],TZCXTZWJZNENPQ-UHFFFAOYSA-L,,,,,False,,,,,,,,,,False,F2_mw_96
CHEMBL2105904,BARBITAL SODIUM,4.0,,CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],RGHFKWPGWBFQLN-UHFFFAOYSA-M,,,,,False,183.2,0.94,77.3,1.0,3.0,2.0,-1.0,C8H11N2O3-,4.0,True,
CHEMBL2105941,AMOBARBITAL SODIUM,4.0,,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],BNHGKKNINBGEQL-UHFFFAOYSA-M,,,,,False,225.3,0.19,81.6,1.0,3.0,4.0,-1.0,C11H17N2O3-,8.0,True,
CHEMBL2105980,CHLORPHENOXAMINE HYDROCHLORIDE,4.0,,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.Cl,PAQUKACYLLABHB-UHFFFAOYSA-N,,,,,False,303.8,4.18,12.5,0.0,2.0,6.0,0.0,C18H22ClNO,12.0,True,
CHEMBL2106076,CEFPIROME SULFATE,4.0,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1.O=S(=O)(O)O,RKTNPKZEPLCLSF-QHBKFCFHSA-N,,,,,False,514.6,-1.04,153.9,2.0,10.0,7.0,0.0,C22H22N6O5S2,16.0,True,
CHEMBL2106119,CALCIUM GLUCONATE,4.0,2017.0,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],NEEHYRZPVYRGPP-IYEMJOQQSA-L,B05XA19;A12AA03;D11AX03,,,,False,195.1,-4.83,141.3,5.0,7.0,5.0,-1.0,C6H11O7-,20.0,True,
CHEMBL2106122,EMEPRONIUM BROMIDE,4.0,,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1.[Br-],UVKFSMBPRQBNCH-UHFFFAOYSA-M,,,,,False,282.5,4.69,0.0,0.0,0.0,6.0,1.0,C20H28N+,12.0,True,
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,4.0,1986.0,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl,OJIIZIWOLTYOBS-UHFFFAOYSA-N,,,,,False,352.5,4.36,41.6,1.0,3.0,6.0,0.0,C22H28N2O2,12.0,True,
CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,4.0,1999.0,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,VPNGEIHDPSLNMU-MERQFXBCSA-N,,,,,False,200.3,3.18,28.7,1.0,1.0,2.0,0.0,C13H16N2,4.0,True,
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,4.0,1963.0,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,ZXKXJHAOUFHNAS-UHFFFAOYSA-N,,,,,False,231.3,3.25,12.0,1.0,1.0,4.0,0.0,C12H16F3N,10.0,True,
CHEMBL2106318,IOTHALAMATE SODIUM I 125,4.0,1982.0,CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I].[Na+],WCIMWHNSWLLELS-ZMWPDAOESA-M,V09CX03,,,,False,608.9,1.18,98.3,2.0,4.0,3.0,-1.0,C11H8I3N2O4-,6.0,True,
CHEMBL2106439,PIPOTIAZINE PALMITATE,4.0,,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,KTOYYUONFQWSMW-UHFFFAOYSA-N,N05AC04,,,,False,714.1,10.06,70.2,0.0,7.0,23.0,0.0,C40H63N3O4S2,,False,F3_druglikeness
CHEMBL2106441,NOXYTIOLIN,4.0,,CNC(=S)NCO,JLMHZVYLAQPMOZ-UHFFFAOYSA-N,B05CA07,,,,False,120.2,-0.97,44.3,3.0,2.0,1.0,0.0,C3H8N2OS,4.0,True,
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,4.0,2021.0,CCOc1ccccc1OCC1CNCCO1.Cl,HJOCKFVCMLCPTP-UHFFFAOYSA-N,,,,,False,237.3,1.45,39.7,1.0,4.0,5.0,0.0,C13H19NO3,10.0,True,
CHEMBL2106556,CYCLOBARBITAL CALCIUM,4.0,,CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2],LQOCSNZFBLPUID-UHFFFAOYSA-L,,,,,False,235.3,2.03,77.3,1.0,3.0,2.0,-1.0,C12H15N2O3-,4.0,True,
CHEMBL2106615,BAZEDOXIFENE ACETATE,4.0,2009.0,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,OMZAMQFQZMUNTP-UHFFFAOYSA-N,,,,,False,470.6,6.33,57.9,2.0,4.0,7.0,0.0,C30H34N2O3,30.0,True,
CHEMBL2106638,LOFEPRAMINE HYDROCHLORIDE,4.0,,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl,ZWZIQPOLMDPIQM-UHFFFAOYSA-N,,,,,False,419.0,5.78,23.6,0.0,3.0,7.0,0.0,C26H27ClN2O,22.0,True,
CHEMBL2106643,MYCOPHENOLATE SODIUM,4.0,2004.0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],DOZYTHNHLLSNIK-JOKMOOFLSA-M,,,,,False,319.3,1.4,95.9,1.0,6.0,6.0,-1.0,C17H19O6-,14.0,True,
CHEMBL2106660,ACEFYLLINE PIPERAZINE,4.0,,C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,HAAJFUJFGYCCPU-UHFFFAOYSA-N,R03DA09,,,,False,238.2,-1.48,99.1,1.0,4.0,2.0,0.0,C9H10N4O4,6.0,True,
CHEMBL2106732,NOSCAPINE HYDROCHLORIDE,4.0,,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,MFLVZFXCSKVCSH-URBRKQAFSA-N,,,,,False,413.4,2.88,75.7,0.0,8.0,4.0,0.0,C22H23NO7,8.0,True,
CHEMBL2106794,NAFTAZONE,4.0,,NC(=O)N/N=C1\C=Cc2ccccc2C1=O,TZGBBMBARSFJBG-UKTHLTGXSA-N,C05CX02,,,,False,215.2,0.92,84.6,2.0,3.0,1.0,0.0,C11H9N3O2,2.0,True,
CHEMBL2106825,MEDROGESTONE,4.0,,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,HCFSGRMEEXUOSS-JXEXPEPMSA-N,G03DB03,,,,False,340.5,5.28,34.1,0.0,2.0,1.0,0.0,C23H32O2,2.0,True,
CHEMBL2106829,METHAQUALONE HYDROCHLORIDE,4.0,,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,KJUHIXIWKSVBKB-UHFFFAOYSA-N,,,,,False,250.3,3.0,34.9,0.0,2.0,1.0,0.0,C16H14N2O,2.0,True,
CHEMBL2106907,METHIODAL SODIUM,4.0,,O=S(=O)([O-])CI.[Na+],COCJIVDXXCJXND-UHFFFAOYSA-M,,,,,False,221.0,-0.08,57.2,0.0,3.0,1.0,-1.0,CH2IO3S-,2.0,True,
CHEMBL2106915,METHOPHOLINE,4.0,,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,YBCPYHQFUMNOJG-UHFFFAOYSA-N,,,,,False,345.9,4.52,21.7,0.0,3.0,5.0,0.0,C20H24ClNO2,10.0,True,
CHEMBL2106939,POLIHEXANIDE,4.0,2024.0,CCCCCCNC(=N)NC(=N)N,VAZJLPXFVQHDFB-UHFFFAOYSA-N,D08AC05;S01AX24,,,,False,185.3,0.57,97.8,5.0,2.0,5.0,0.0,C8H19N5,10.0,True,
CHEMBL2106975,POTASSIUM BICARBONATE,4.0,,O=C([O-])O.[K+],TYJJADVDDVDEDZ-UHFFFAOYSA-M,A12BA04,,,,False,,,,,,,,,,False,F2_mw_61
CHEMBL2107011,OXYPERTINE,4.0,,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,XCWPUUGSGHNIDZ-UHFFFAOYSA-N,N05AE01,,,,False,379.5,3.86,40.7,1.0,4.0,6.0,0.0,C23H29N3O2,12.0,True,
CHEMBL2107067,TESTOSTERONE UNDECANOATE,4.0,2014.0,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,UDSFVOAUHKGBEK-CNQKSJKFSA-N,,,,,False,456.7,7.96,43.4,0.0,3.0,10.0,0.0,C30H48O3,22.0,True,
CHEMBL2107124,PROTHIPENDYL HYDROCHLORIDE,4.0,,CN(C)CCCN1c2ccccc2Sc2cccnc21.Cl,CQJSAKJMCVSEGU-UHFFFAOYSA-N,,,,,False,285.4,3.64,19.4,0.0,4.0,4.0,0.0,C16H19N3S,8.0,True,
CHEMBL2107175,RANELIC ACID,4.0,2004.0,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,DJSXNILVACEBLP-UHFFFAOYSA-N,,,,,False,342.3,-0.08,176.2,4.0,7.0,8.0,0.0,C12H10N2O8S,24.0,True,
CHEMBL2107214,IOMEPROL,4.0,2024.0,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NJKDOADNQSYQEV-UHFFFAOYSA-N,V08AB10,,,,False,777.1,-1.38,179.7,7.0,8.0,10.0,0.0,C17H22I3N3O8,32.0,True,
CHEMBL2107239,IOXITALAMIC ACID,4.0,,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,OLAOYPRJVHUHCF-UHFFFAOYSA-N,V08AA05,,,,False,643.9,1.88,115.7,4.0,4.0,5.0,0.0,C12H11I3N2O5,14.0,True,
CHEMBL2107253,SULFADIMETHOXINE SODIUM,4.0,,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1.[Na+],DQDZQHMCPDUUPC-UHFFFAOYSA-N,,,,,False,309.3,1.47,118.5,1.0,7.0,5.0,-1.0,C12H13N4O4S-,12.0,True,
CHEMBL2107260,SULFAMERAZINE SODIUM,4.0,,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],BSFJGCCAXDCMOX-UHFFFAOYSA-N,,,,,False,263.3,1.76,100.0,1.0,5.0,3.0,-1.0,C11H11N4O2S-,8.0,True,
CHEMBL2107333,DIMETHYL FUMARATE,4.0,2013.0,COC(=O)/C=C/C(=O)OC,LDCRTTXIJACKKU-ONEGZZNKSA-N,L04AX07,,,,False,144.1,-0.11,52.6,0.0,4.0,2.0,0.0,C6H8O4,8.0,True,
CHEMBL2107354,MIFAMURTIDE,4.0,2009.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],SARBMGXGWXCXFW-GJHVZSAVSA-M,L03AX15,,,,False,,,,,,,,,,False,F2_mw_1237
CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,4.0,2016.0,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,ZJIHMALTJRDNQI-OLALXQGDSA-N,,,,,False,163.2,-2.97,93.0,5.0,5.0,1.0,0.0,C6H13NO4,10.0,True,
CHEMBL2107360,PALIPERIDONE PALMITATE,4.0,2009.0,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,VOMKSBFLAZZBOW-UHFFFAOYSA-N,,,,,False,664.9,9.11,90.5,0.0,7.0,19.0,0.0,C39H57FN4O4,40.0,True,
CHEMBL2107381,URIDINE TRIACETATE,4.0,2015.0,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,AUFUWRKPQLGTGF-FMKGYKFTSA-N,A16AX13,,,,False,370.3,-1.14,143.0,1.0,9.0,5.0,0.0,C15H18N2O9,16.0,True,
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,4.0,2010.0,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,JMHYCBFEEFHTMK-IIUXMCBISA-N,,,,,False,349.5,2.64,51.2,1.0,5.0,7.0,0.0,C20H31NO4,16.0,True,
CHEMBL2107386,VORAPAXAR SULFATE,4.0,2014.0,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O,NQRYCIGCIAWEIC-CKLVGUEFSA-N,,,,,False,492.6,5.63,77.5,1.0,5.0,5.0,0.0,C29H33FN2O4,12.0,True,
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,4.0,2013.0,Br.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,VNGRUFUIHGGOOM-UHFFFAOYSA-N,,,,,False,298.5,3.86,15.3,1.0,3.0,3.0,0.0,C18H22N2S,6.0,True,
CHEMBL2107430,FLUTRIMAZOLE,4.0,,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,QHMWCHQXCUNUAK-UHFFFAOYSA-N,D01AC16;G01AF18,Launched,sterol demethylase inhibitor,mycosis,False,346.4,5.0,17.8,0.0,1.0,4.0,0.0,C22H16F2N2,8.0,True,
CHEMBL2107431,LYNESTRENOL,4.0,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,YNVGQYHLRCDXFQ-XGXHKTLJSA-N,G03AC02;G03DC03,Launched,progestogen hormone,contraceptive,False,284.4,4.31,20.2,1.0,1.0,0.0,0.0,C20H28O,2.0,True,
CHEMBL2107495,TEMAFLOXACIN HYDROCHLORIDE,4.0,1992.0,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl,DDVJEYDLTXRYAJ-UHFFFAOYSA-N,,,,,False,417.4,2.9,74.6,2.0,4.0,3.0,0.0,C21H18F3N3O3,8.0,True,
CHEMBL2107519,CHLORNAPHAZINE,4.0,,ClCCN(CCCl)c1ccc2ccccc2c1,XCDXSSFOJZZGQC-UHFFFAOYSA-N,,,,,False,268.2,4.12,3.2,0.0,1.0,5.0,0.0,C14H15Cl2N,10.0,True,
CHEMBL2107525,SODIUM PHOSPHATE P 32,4.0,1957.0,O=[32P]([O-])([O-])O.[Na+].[Na+],BNIILDVGGAEEIG-JCIGTKTHSA-L,V10XX01,,,,False,,,,,,,,,,False,F2_mw_97
CHEMBL2107554,SODIUM DIBUNATE,4.0,,CC(C)(C)c1ccc2c(S(=O)(=O)[O-])c(C(C)(C)C)ccc2c1.[Na+],XYEXKDCAGSHWSD-UHFFFAOYSA-M,,,,,False,319.4,4.34,57.2,0.0,3.0,1.0,-1.0,C18H23O3S-,6.0,True,
CHEMBL2107560,"SODIUM PHOSPHATE, DIBASIC",4.0,1983.0,O.O.O=P([O-])([O-])O.[Na+].[Na+],KDQPSPMLNJTZAL-UHFFFAOYSA-L,,,,,False,,,,,,,,,,False,F2_mw_96
CHEMBL2107703,FENTICONAZOLE NITRATE,4.0,,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O,FJNRUWDGCVDXLU-UHFFFAOYSA-N,,,,,False,455.4,7.3,27.1,0.0,3.0,8.0,0.0,C24H20Cl2N2OS,16.0,True,
CHEMBL2107726,ARIMOCLOMOL,4.0,2024.0,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,N07XX17,,,,False,313.8,1.08,72.0,1.0,5.0,6.0,0.0,C14H20ClN3O3,14.0,True,
CHEMBL2107797,NORGESTREL,4.0,1968.0,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-CULCCENASA-N,,Launched,progesterone receptor agonist,contraceptive,False,312.5,3.88,37.3,1.0,2.0,1.0,0.0,C21H28O2,4.0,True,
CHEMBL2107799,FLURPIRIDAZ F 18,4.0,2024.0,CC(C)(C)n1ncc(OCc2ccc(COCC[18F])cc2)c(Cl)c1=O,RMXZKEPDYBTFOS-LRFGSCOBSA-N,,,,,False,367.8,3.72,53.4,0.0,4.0,7.0,0.0,C18H22ClFN2O3,16.0,True,
CHEMBL2107806,TALAPORFIN SODIUM,4.0,2015.0,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)[O-])[C@@H](CCC(=O)[O-])[C@@H]3C.[Na+].[Na+].[Na+].[Na+],KPALSRNVSRWOPA-YJFNSWLASA-J,,,,,False,707.7,0.61,247.0,3.0,11.0,12.0,-4.0,C38H37N5O9-4,,False,F3_druglikeness
CHEMBL2107815,TREPROSTINIL DIOLAMINE,4.0,2013.0,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO,RHWRWEUCEXUUAV-ZSESPEEFSA-N,,,,,False,390.5,3.58,87.0,3.0,4.0,10.0,0.0,C23H34O5,26.0,True,
CHEMBL2107816,RADIUM RA 223 DICHLORIDE,4.0,2013.0,Cl[223Ra]Cl,RWRDJVNMSZYMDV-SIUYXFDKSA-L,V10XX03,,,,False,293.9,1.38,0.0,0.0,0.0,0.0,0.0,Cl2Ra,,False,"F5_pdbqt_fail:atom number 1 has None type, mol name: N"
CHEMBL2107817,AVIBACTAM SODIUM,4.0,2015.0,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],RTCIKUMODPANKX-JBUOLDKXSA-M,,,,,False,264.2,-1.87,133.1,1.0,6.0,3.0,-1.0,C7H10N3O6S-,6.0,True,
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,4.0,2015.0,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,LDEKQSIMHVQZJK-CAQYMETFSA-N,J05AF13,,,,False,476.5,2.97,143.5,2.0,9.0,11.0,0.0,C21H29N6O5P,26.0,True,
CHEMBL2107826,VIBEGRON,4.0,,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,DJXRIQMCROIRCZ-XOEOCAAJSA-N,G04BD15,,,,False,444.5,2.77,96.2,3.0,5.0,6.0,0.0,C26H28N4O3,14.0,True,
CHEMBL2107830,EMPAGLIFLOZIN,4.0,2014.0,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OBWASQILIWPZMG-QZMOQZSNSA-N,A10BK03,Launched,sodium/glucose cotransporter inhibitor,diabetes mellitus,False,450.9,1.61,108.6,4.0,7.0,6.0,0.0,C23H27ClO7,20.0,True,
CHEMBL2107831,LUSUTROMBOPAG,4.0,2018.0,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N,B02BX07,Launched,thrombopoietin receptor agonist,,False,591.6,8.52,97.8,2.0,6.0,13.0,0.0,C29H32Cl2N2O5S,28.0,True,
CHEMBL2107834,RIOCIGUAT,4.0,2013.0,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,WXXSNCNJFUAIDG-UHFFFAOYSA-N,C02KX05,Launched,guanylate cyclase stimulant,hypertension,False,422.4,2.44,138.1,2.0,8.0,4.0,0.0,C20H19FN8O2,16.0,True,
CHEMBL2109882,TRISILICATE,4.0,1983.0,O=[Si](O)O[Si](O)(O)O[Si](=O)O,NPEYATQABYMBPM-UHFFFAOYSA-N,,,,,False,216.3,-3.74,133.5,4.0,6.0,4.0,0.0,H4O8Si3,16.0,True,
CHEMBL2110367,TRIMETHOPRIM SULFATE,4.0,1988.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,UILMMYFRNCCPLK-UHFFFAOYSA-N,,,,,False,290.3,1.26,105.5,2.0,7.0,5.0,0.0,C14H18N4O3,14.0,True,
CHEMBL2110368,BETHANIDINE SULFATE,4.0,1982.0,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O,YTIJUXVIZLYQTB-UHFFFAOYSA-N,,,,,False,177.3,0.98,36.4,2.0,1.0,2.0,0.0,C10H15N3,4.0,True,
CHEMBL2110372,RANITIDINE HYDROCHLORIDE,4.0,1983.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,GGWBHVILAJZWKJ-UHFFFAOYSA-N,,,,,False,314.4,1.46,83.6,2.0,7.0,10.0,0.0,C13H22N4O3S,20.0,True,
CHEMBL2110557,RUBIDIUM CHLORIDE,4.0,1989.0,[Cl-].[Rb+],FGDZQCVHDSGLHJ-UHFFFAOYSA-M,,,,,False,,,,,,,,,,False,F2_mw_85
CHEMBL2110588,ELIGLUSTAT,4.0,2014.0,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,FJZZPCZKBUKGGU-AUSIDOKSSA-N,A16AX10,Launched,glycosyl transferase inhibitor,Gaucher disease,False,404.6,3.43,71.0,2.0,5.0,11.0,0.0,C23H36N2O4,24.0,True,
CHEMBL2110636,BUNAMIODYL,4.0,,CCCC(=O)Nc1c(I)cc(I)c(/C=C(\CC)C(=O)O)c1I,CWRBDUIQDIHWJZ-SOFGYWHQSA-N,,,,,False,639.0,5.12,66.4,2.0,2.0,6.0,0.0,C15H16I3NO3,14.0,True,
