,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
CTSS,1.8459612028662793,6.53487784319854,0.000621035632825314,6.603930874239673,4.757969671373393,0.11815575535881294,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
AIM2,0.686613739512064,5.994447653321443,0.0006338083842958816,2.2068491889629716,1.5202354494509076,0.11945529364550815,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
PMAIP1,1.5948008458289693,7.425771197426828,0.0006423697300004748,3.6126535963402255,2.0178527505112562,0.11945529364550815,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
CHL1,1.898412216405121,11.197767580637038,0.0006429348913726786,9.36789497526475,7.4694827588596295,0.11945529364550815,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
SEZ6L,3.805042637889298,9.807190779592291,0.0006492243772966473,6.412317997497974,2.6072753596086757,0.11960781633757012,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
MS4A4A,0.9100976398639004,7.809457135076534,0.0006583973833883305,1.6850211510494073,0.774923511185507,0.11960781633757012,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
GARIN4,0.12375095832106117,14.878417832711284,0.0006588438289555834,0.12375095832106117,0.0,0.11960781633757012,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
IL17RA,1.6350602759783524,6.137087224802864,0.0006650278380453155,4.621348386300817,2.986288110322465,0.11981584882116435,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
SERPINB1A,1.9789300342314622,10.875155455188423,0.0006787233532481026,8.846630719924558,6.867700685693096,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
MS4A14,0.9760087012000858,6.071434326133289,0.0006896774521599426,1.5873930621166832,0.6113843609165974,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
PRDM1,1.2199209032112317,7.85889304910634,0.0006900211674230749,2.2424735482202216,1.02255264500899,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
F630111L10RIK,1.045137157750419,5.889003450138525,0.0006921416327319346,3.7388546239563967,2.6937174662059777,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
4930438A08RIK,2.7979571824911194,9.733706496717335,0.0006988965887678179,3.311620938395459,0.5136637559043395,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
SUSD3,0.7545044088058583,5.753780723275377,0.0006991221797251465,1.8899134290445332,1.1354090202386748,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
TFEC,0.6505226836019592,5.778543904395962,0.000704681363205818,1.2726634103194712,0.622140726717512,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
NLRP3,0.6910275845800711,5.814462838815924,0.0007062320972916177,2.007928981343847,1.3169013967637757,0.11996865526992322,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
PLIN2,1.9189932011443656,9.635351248125746,0.0007169775875544381,7.465792869626195,5.546799668481829,0.12093021976751522,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
SECTM1B,2.4626955137793844,9.603116981510896,0.0007297771992554768,3.4860182797429493,1.0233227659635649,0.12160350094792795,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
CA1,2.025012386418372,7.352112766178712,0.0007421878840371105,3.284421788170735,1.2594094017523632,0.12160350094792795,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
CD300LD3,1.1980740564425423,5.701623406087681,0.0007426390640284597,3.034756518429416,1.8366824619868738,0.12160350094792795,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
SUSD1,0.9307120181025494,5.7558581261134885,0.0007440729929231228,3.313985747311932,2.3832737292093826,0.12160350094792795,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
