chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,symbol,tag,exh,max_evals,drug_lc,pref_name,mw,logp,tpsa,hbd,hba,rotb,charge,n_torsions,drh_phase,drh_moa,drh_indication,pain_prior,atc,scored,neg_aff,pct_in_target,n_ligands_target,z_in_target,D1_affinity,D2_pharm_prior,D3_accessibility,D4_reliability,composite,in_top1pct,in_top5pct
CHEMBL1372950,-8.917,2,0.0,0.0,36.68,0,,TNIK,t1_cns,1,0,nicergoline,NICERGOLINE,484.4,3.91,56.6,0.0,5.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,Raynaud's disease|migraine headache|atherosclerosis|thrombosis,False,C04AE02,True,8.917,94.28664707802807,3063,1.4417865100972542,0.9428664707802806,0.2,0.9500000000000001,0.8242056993121519,0.7407774432089351,False,False
CHEMBL1201271,-10.09,2,0.0,0.0,25.7,0,,SLC2A1,t1_cns,1,0,buclizine,BUCLIZINE,433.0,6.54,6.5,0.0,2.0,5.0,0.0,12.0,Launched,histamine receptor antagonist,migraine headache,False,R06AE51;R06AE01,True,10.09,90.3457273320287,3066,1.2438419174267412,0.903457273320287,0.2,0.9500000000000001,0.9141924959216966,0.7385117837163694,False,False
CHEMBL413965,-8.586,2,0.0,0.0,7.7,0,,TNIK,t1_cns,1,0,felbinac,FELBINAC,212.2,2.98,37.3,1.0,1.0,3.0,0.0,8.0,Launched,cyclooxygenase inhibitor,rheumatoid arthritis|muscle pain,False,M02AA08,True,8.586,90.59745347698335,3063,1.229561830361452,0.9059745347698335,0.2,1.0,0.8242056993121519,0.7360206688047561,False,False
CHEMBL1732,-12.02,3,0.0,0.0,51.77,0,,SLC2A1,t1_cns,1,0,dihydroergotamine,DIHYDROERGOTAMINE,583.7,2.08,118.2,3.0,6.0,4.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,False,N02CA01;N02CA51,True,12.02,99.26614481409001,3066,2.373245859750355,0.9926614481409001,0.2,0.75,0.9141924959216966,0.7341934536446145,True,True
CHEMBL1201271,-8.457,2,0.0,0.0,37.81,0,,MAPK14,t1_cns,1,0,buclizine,BUCLIZINE,433.0,6.54,6.5,0.0,2.0,5.0,0.0,12.0,Launched,histamine receptor antagonist,migraine headache,False,R06AE51;R06AE01,True,8.457,94.26336375488917,3068,1.57228828923793,0.9426336375488917,0.2,0.9500000000000001,0.778536615334207,0.7338339473196878,False,False
CHEMBL1732,-10.59,3,0.0,0.0,63.82,0,,AXL,t1_cns,1,0,dihydroergotamine,DIHYDROERGOTAMINE,583.7,2.08,118.2,3.0,6.0,4.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,False,N02CA01;N02CA51,True,10.59,99.98371865841746,3071,3.085577848072285,0.9998371865841746,0.2,0.75,0.8797731045932484,0.7319008403226571,True,True
CHEMBL442,-10.48,3,0.0,0.0,50.5,0,,AXL,t1_cns,1,0,ergotamine,ERGOTAMINE,581.7,1.99,118.2,3.0,6.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,migraine headache,False,N02CA72;N02CA02;N02CA52,True,10.48,99.91859329208727,3071,3.0033674415114846,0.9991859329208727,0.2,0.75,0.8797731045932484,0.7316403388573364,True,True
CHEMBL4297528,-11.47,3,0.0,0.0,18.82,0,,SLC2A1,t2_other,1,0,risdiplam,RISDIPLAM,401.5,1.96,79.8,1.0,6.0,2.0,0.0,4.0,Phase 2/Phase 3,RNA splicing inhibitor,,False,M09AX10,True,11.47,98.07566862361384,3066,2.051394995357616,0.9807566862361383,0.0,1.0,0.9141924959216966,0.7294315488827098,False,True
CHEMBL1505,-8.459,2,0.0,0.0,16.46,0,,TNIK,t1_cns,1,0,almotriptan,ALMOTRIPTAN,335.5,2.2,56.4,1.0,3.0,6.0,0.0,12.0,Launched,serotonin receptor agonist,migraine headache,False,N02CC05,True,8.459,88.85079986940909,3063,1.148134234209044,0.8885079986940909,0.2,1.0,0.8242056993121519,0.7290340543744591,False,False
CHEMBL521686,-9.122,3,0.0,0.0,21.24,0,,AXL,t2_other,1,0,olaparib,OLAPARIB,434.5,2.35,86.4,1.0,4.0,4.0,0.0,8.0,Launched,PARP inhibitor,ovarian cancer,False,L01XK01,True,9.122,98.56724194073591,3071,1.9884426041517802,0.9856724194073592,0.0,1.0,0.8797731045932484,0.7262349334519309,False,True
CHEMBL1162,-9.084,3,0.0,0.0,5.62,0,,AXL,t2_other,1,0,norethindrone,NORETHINDRONE,298.4,3.49,37.3,1.0,2.0,0.0,0.0,2.0,Launched,progesterone receptor agonist,endometriosis,False,G03DC02;G03AC01,True,9.084,98.50211657440573,3071,1.9600426455216853,0.9850211657440573,0.0,1.0,0.8797731045932484,0.7259744319866102,False,True
CHEMBL521686,-11.22,2,0.0,0.0,30.7,0,,SLC2A1,t2_other,1,0,olaparib,OLAPARIB,434.5,2.35,86.4,1.0,4.0,4.0,0.0,8.0,Launched,PARP inhibitor,ovarian cancer,False,L01XK01,True,11.22,97.12981082844097,3066,1.9050991479063708,0.9712981082844097,0.0,1.0,0.9141924959216966,0.7256481177020183,False,True
CHEMBL85,-11.21,3,0.0,0.0,19.73,0,,SLC2A1,t1_cns,1,0,risperidone,RISPERIDONE,410.5,3.59,64.2,0.0,5.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia|bipolar disorder|irritability,False,N05AX08,True,11.21,97.06457925636008,3066,1.899247314008321,0.9706457925636007,0.0,1.0,0.9141924959216966,0.7253871914136948,False,True
CHEMBL779,-11.19,2,0.0,0.0,15.06,0,,SLC2A1,t2_other,1,0,tadalafil,TADALAFIL,389.4,2.21,74.9,1.0,4.0,1.0,0.0,2.0,Launched,phosphodiesterase inhibitor,erectile dysfunction,False,G04BE08,True,11.19,96.99934768427919,3066,1.8875436462122206,0.9699934768427919,0.0,1.0,0.9141924959216966,0.7251262651253713,False,True
CHEMBL1510,-9.305,2,0.0,0.0,21.14,0,,ACVR1,t1_cns,1,0,eletriptan,ELETRIPTAN,382.5,3.82,53.2,1.0,3.0,6.0,0.0,12.0,Launched,serotonin receptor agonist,migraine headache,False,N02CC06,True,9.305,88.82926829268293,3075,1.127471281942408,0.8882926829268293,0.2,1.0,0.7969667318982387,0.7248620829554676,False,False
CHEMBL4297528,-8.954,2,0.0,0.0,12.17,0,,AXL,t2_other,1,0,risdiplam,RISDIPLAM,401.5,1.96,79.8,1.0,6.0,2.0,0.0,4.0,Phase 2/Phase 3,RNA splicing inhibitor,,False,M09AX10,True,8.954,98.1764897427548,3071,1.8628848923134669,0.9817648974275479,0.0,1.0,0.8797731045932484,0.7246719246600064,False,True
CHEMBL3989937,-11.13,3,0.0,0.0,21.72,0,,SLC2A1,t2_other,1,0,capmatinib hydrochloride,CAPMATINIB HYDROCHLORIDE,412.4,3.43,85.1,1.0,5.0,4.0,0.0,8.0,,,,False,,True,11.13,96.81996086105676,3066,1.8524326428239224,0.9681996086105675,0.0,1.0,0.9141924959216966,0.7244087178324815,False,True
CHEMBL3188267,-11.13,3,0.0,0.0,23.17,0,,SLC2A1,t2_other,1,0,capmatinib,CAPMATINIB,412.4,3.43,85.1,1.0,5.0,4.0,0.0,8.0,,,,False,L01EX17,True,11.13,96.81996086105676,3066,1.8524326428239224,0.9681996086105675,0.0,1.0,0.9141924959216966,0.7244087178324815,False,True
CHEMBL1237021,-10.39,3,0.0,0.0,43.73,0,,ADRA2A,t1_cns,1,0,lurasidone,LURASIDONE,492.7,4.26,56.8,0.0,6.0,5.0,0.0,10.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia,False,N05AE05,True,10.39,98.48534201954398,3070,2.011571004251189,0.9848534201954398,0.4,0.75,0.5324652394614875,0.723811153997399,False,True
CHEMBL154,-8.37,2,0.0,0.0,7.16,0,,TNIK,t1_cns,1,0,naproxen,NAPROXEN,230.3,3.04,46.5,1.0,2.0,3.0,0.0,8.0,Launched,cyclooxygenase inhibitor,pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever,False,G02CC02;M01AE02;M02AA12,True,8.37,87.43062357166177,3063,1.0910708006849152,0.8743062357166177,0.2,1.0,0.8242056993121519,0.7233533491834698,False,False
CHEMBL3989937,-10.62,3,0.0,0.0,26.52,0,,TNIK,t2_other,1,0,capmatinib hydrochloride,CAPMATINIB HYDROCHLORIDE,412.4,3.43,85.1,1.0,5.0,4.0,0.0,8.0,,,,False,,True,10.62,99.82043747959517,3063,2.533685693148831,0.9982043747959517,0.0,1.0,0.8242056993121519,0.7229126048152035,True,True
CHEMBL3188267,-10.62,3,0.0,0.0,25.41,0,,TNIK,t2_other,1,0,capmatinib,CAPMATINIB,412.4,3.43,85.1,1.0,5.0,4.0,0.0,8.0,,,,False,L01EX17,True,10.62,99.82043747959517,3063,2.533685693148831,0.9982043747959517,0.0,1.0,0.8242056993121519,0.7229126048152035,True,True
CHEMBL1201271,-8.52,3,0.0,0.0,35.77,0,,TNIK,t1_cns,1,0,buclizine,BUCLIZINE,433.0,6.54,6.5,0.0,2.0,5.0,0.0,12.0,Launched,histamine receptor antagonist,migraine headache,False,R06AE51;R06AE01,True,8.52,89.79758406790728,3063,1.1872451268491766,0.8979758406790728,0.2,0.9500000000000001,0.8242056993121519,0.7228211911684519,False,False
CHEMBL3137320,-10.95,3,0.0,0.0,23.92,0,,SLC2A1,t2_other,1,0,talazoparib,TALAZOPARIB,380.4,2.63,88.5,2.0,5.0,2.0,0.0,4.0,Launched,PARP inhibitor,breast cancer,False,L01XK04,True,10.95,96.28180039138942,3066,1.747099632659025,0.9628180039138943,0.0,1.0,0.9141924959216966,0.7222560759538122,False,True
CHEMBL3137318,-10.95,3,0.0,0.0,26.59,0,,SLC2A1,t2_other,1,0,talazoparib tosylate,TALAZOPARIB TOSYLATE,380.4,2.63,88.5,2.0,5.0,2.0,0.0,4.0,,,,False,,True,10.95,96.28180039138942,3066,1.747099632659025,0.9628180039138943,0.0,1.0,0.9141924959216966,0.7222560759538122,False,True
CHEMBL442,-10.93,3,0.0,0.0,50.41,0,,SLC2A1,t1_cns,1,0,ergotamine,ERGOTAMINE,581.7,1.99,118.2,3.0,6.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,migraine headache,False,N02CA72;N02CA02;N02CA52,True,10.93,96.11872146118722,3066,1.7353959648629256,0.9611872146118722,0.2,0.75,0.9141924959216966,0.7216037602330033,False,True
CHEMBL1185,-8.332,3,0.0,0.0,13.24,0,,TNIK,t1_cns,1,0,zolmitriptan,ZOLMITRIPTAN,287.4,1.92,57.4,2.0,3.0,5.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,True,N02CC03,True,8.332,86.97355533790402,3063,1.0667066380566368,0.8697355533790402,0.2,1.0,0.8242056993121519,0.7215250762484389,False,False
CHEMBL2107495,-8.724,2,0.0,0.0,24.2,0,,AXL,t2_other,1,0,temafloxacin hydrochloride,TEMAFLOXACIN HYDROCHLORIDE,417.4,2.9,74.6,2.0,4.0,3.0,0.0,8.0,,,,False,,True,8.724,97.11820253988928,3071,1.6909904058681557,0.9711820253988929,0.0,1.0,0.8797731045932484,0.7204387758485443,False,True
CHEMBL277100,-8.724,2,0.0,0.0,44.88,0,,AXL,t2_other,1,0,temafloxacin,TEMAFLOXACIN,417.4,2.9,74.6,2.0,4.0,3.0,0.0,8.0,,,,False,J01MA05,True,8.724,97.11820253988928,3071,1.6909904058681557,0.9711820253988929,0.0,1.0,0.8797731045932484,0.7204387758485443,False,True
CHEMBL1375743,-10.15,3,0.0,0.0,22.72,0,,TNIK,t2_other,1,0,ziprasidone hydrochloride,ZIPRASIDONE HYDROCHLORIDE,412.9,3.81,48.5,1.0,5.0,4.0,0.0,8.0,,,,False,,True,10.15,99.15115899444989,3063,2.23233947116748,0.9915115899444988,0.0,1.0,0.8242056993121519,0.7202354908746224,True,True
CHEMBL708,-10.15,3,0.0,0.0,20.84,0,,TNIK,t1_cns,1,0,ziprasidone,ZIPRASIDONE,412.9,3.81,48.5,1.0,5.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia|bipolar disorder,False,N05AE04,True,10.15,99.15115899444989,3063,2.23233947116748,0.9915115899444988,0.0,1.0,0.8242056993121519,0.7202354908746224,True,True
CHEMBL3989833,-10.15,3,0.0,0.0,22.18,0,,TNIK,t2_other,1,0,ziprasidone mesylate,ZIPRASIDONE MESYLATE,412.9,3.81,48.5,1.0,5.0,4.0,0.0,8.0,,,,False,,True,10.15,99.15115899444989,3063,2.23233947116748,0.9915115899444988,0.0,1.0,0.8242056993121519,0.7202354908746224,True,True
CHEMBL442,-10.14,2,0.0,0.0,92.93,0,,TNIK,t1_cns,1,0,ergotamine,ERGOTAMINE,581.7,1.99,118.2,3.0,6.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,migraine headache,False,N02CA72;N02CA02;N02CA52,True,10.14,99.06953966699315,3063,2.225927849423196,0.9906953966699316,0.2,0.75,0.8242056993121519,0.7199090135647954,True,True
CHEMBL502,-10.03,1,0.0,0.0,21.8,0,,TNIK,t1_cns,1,0,donepezil,DONEPEZIL,379.5,4.36,38.8,0.0,4.0,6.0,0.0,12.0,Launched,acetylcholinesterase inhibitor,Alzheimer's disease,True,N06DA02,True,10.03,98.90630101207965,3063,2.155400010236071,0.9890630101207966,0.0,1.0,0.8242056993121519,0.7192560589451414,False,True
CHEMBL85,-9.947,2,0.0,0.0,17.72,0,,TNIK,t1_cns,1,0,risperidone,RISPERIDONE,410.5,3.59,64.2,0.0,5.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia|bipolar disorder|irritability,False,N05AX08,True,9.947,98.79203395364023,3063,2.102183549758513,0.9879203395364022,0.0,1.0,0.8242056993121519,0.7187989907113836,False,True
CHEMBL2103774,-8.677,2,0.0,0.0,7.3,0,,AXL,t2_other,1,0,tibolone,TIBOLONE,312.5,3.88,37.3,1.0,2.0,0.0,0.0,2.0,Launched,androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist,endometriosis,False,G03CX01,True,8.677,96.67860631716053,3071,1.6558641412467223,0.9667860631716053,0.0,1.0,0.8797731045932484,0.7186803909576294,False,True
CHEMBL2105722,-8.651,2,0.0,0.0,7.67,0,,AXL,t2_other,1,0,nomegestrol,NOMEGESTROL,328.5,3.61,54.4,1.0,3.0,1.0,0.0,4.0,,,,False,G03DB04,True,8.651,96.64604363399543,3071,1.6364325906050787,0.9664604363399544,0.0,1.0,0.8797731045932484,0.718550140224969,False,True
CHEMBL51,-9.912,2,0.0,0.0,22.03,0,,TNIK,t1_cns,1,0,ketanserin,KETANSERIN,395.4,2.42,75.2,1.0,4.0,5.0,0.0,10.0,Launched,serotonin receptor antagonist,hypertension,False,C02KD01,True,9.912,98.69409076069213,3063,2.0797428736535197,0.9869409076069213,0.0,1.0,0.8242056993121519,0.7184072179395913,False,True
CHEMBL1257073,-9.889,2,0.0,0.0,13.53,0,,TNIK,t2_other,1,0,tecovirimat,TECOVIRIMAT,376.3,2.4,66.5,1.0,3.0,2.0,0.0,6.0,Launched,orthopoxvirus egress inhibitor,smallpox,False,J05AX24,True,9.889,98.6124714332354,3063,2.0649961436416655,0.9861247143323539,0.0,1.0,0.8242056993121519,0.7180807406297645,False,True
CHEMBL5315121,-9.889,2,0.0,0.0,14.64,0,,TNIK,t2_other,1,0,tecovirimat monohydrate,TECOVIRIMAT MONOHYDRATE,376.3,2.4,66.5,1.0,3.0,2.0,0.0,6.0,,,,False,,True,9.889,98.6124714332354,3063,2.0649961436416655,0.9861247143323539,0.0,1.0,0.8242056993121519,0.7180807406297645,False,True
CHEMBL1257073,-10.7,3,0.0,0.0,24.0,0,,SLC2A1,t2_other,1,0,tecovirimat,TECOVIRIMAT,376.3,2.4,66.5,1.0,3.0,2.0,0.0,6.0,Launched,orthopoxvirus egress inhibitor,smallpox,False,J05AX24,True,10.7,95.17286366601435,3066,1.6008037852077797,0.9517286366601435,0.0,1.0,0.9141924959216966,0.7178203290523119,False,True
CHEMBL5315121,-10.7,3,0.0,0.0,14.61,0,,SLC2A1,t2_other,1,0,tecovirimat monohydrate,TECOVIRIMAT MONOHYDRATE,376.3,2.4,66.5,1.0,3.0,2.0,0.0,6.0,,,,False,,True,10.7,95.17286366601435,3066,1.6008037852077797,0.9517286366601435,0.0,1.0,0.9141924959216966,0.7178203290523119,False,True
CHEMBL3989937,-8.615,2,0.0,0.0,24.14,0,,AXL,t2_other,1,0,capmatinib hydrochloride,CAPMATINIB HYDROCHLORIDE,412.4,3.43,85.1,1.0,5.0,4.0,0.0,8.0,,,,False,,True,8.615,96.40182351025724,3071,1.609527366639726,0.9640182351025725,0.0,1.0,0.8797731045932484,0.7175732597300163,False,True
CHEMBL3188267,-8.615,2,0.0,0.0,26.9,0,,AXL,t2_other,1,0,capmatinib,CAPMATINIB,412.4,3.43,85.1,1.0,5.0,4.0,0.0,8.0,,,,False,L01EX17,True,8.615,96.40182351025724,3071,1.609527366639726,0.9640182351025725,0.0,1.0,0.8797731045932484,0.7175732597300163,False,True
CHEMBL1278,-8.23,2,0.0,0.0,25.59,0,,TNIK,t1_cns,1,0,naratriptan,NARATRIPTAN,335.5,2.07,65.2,2.0,3.0,5.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,False,N02CC02,True,8.23,85.97779954293176,3063,1.0013080962649392,0.8597779954293177,0.2,1.0,0.8242056993121519,0.7175420530685499,False,False
CHEMBL895,-7.972,2,0.0,0.0,16.9,0,,MAPK14,t1_cns,1,0,nalbuphine,NALBUPHINE,357.5,1.71,73.2,3.0,5.0,2.0,0.0,10.0,Launched,opioid receptor agonist|opioid receptor antagonist,pain relief,False,N02AF02,True,7.972,87.5651890482399,3068,1.1653090743278978,0.875651890482399,0.2,1.0,0.778536615334207,0.7170412484930906,False,False
CHEMBL1510,-8.223,2,0.0,0.0,28.41,0,,TNIK,t1_cns,1,0,eletriptan,ELETRIPTAN,382.5,3.82,53.2,1.0,3.0,6.0,0.0,12.0,Launched,serotonin receptor agonist,migraine headache,False,N02CC06,True,8.223,85.78191315703559,3063,0.9968199610439406,0.8578191315703559,0.2,1.0,0.8242056993121519,0.7167585075249652,False,False
CHEMBL1389,-8.578,3,0.0,0.0,8.65,0,,AXL,t2_other,1,0,levonorgestrel,LEVONORGESTREL,312.5,3.88,37.3,1.0,2.0,1.0,0.0,4.0,Launched,estrogen receptor agonist|glucocorticoid receptor antagonist|progesterone receptor agonist|progesterone receptor antagonist,contraceptive,False,G03AD01;G03AC03,True,8.578,96.09247802018886,3071,1.5818747753420015,0.9609247802018887,0.0,1.0,0.8797731045932484,0.7163358777697427,False,True
CHEMBL5315121,-9.738,1,0.0,0.0,11.45,0,,MAPK14,t2_other,1,0,tecovirimat monohydrate,TECOVIRIMAT MONOHYDRATE,376.3,2.4,66.5,1.0,3.0,2.0,0.0,6.0,,,,False,,True,9.738,99.85332464146023,3068,2.6472168960415394,0.9985332464146023,0.0,1.0,0.778536615334207,0.7161937908659719,True,True
CHEMBL1257073,-9.738,1,0.0,0.0,13.53,0,,MAPK14,t2_other,1,0,tecovirimat,TECOVIRIMAT,376.3,2.4,66.5,1.0,3.0,2.0,0.0,6.0,Launched,orthopoxvirus egress inhibitor,smallpox,False,J05AX24,True,9.738,99.85332464146023,3068,2.6472168960415394,0.9985332464146023,0.0,1.0,0.778536615334207,0.7161937908659719,True,True
CHEMBL3546271,-9.586,1,0.0,0.0,6.7,0,,TNIK,t2_other,1,0,flortaucipir,FLORTAUCIPIR,263.3,3.92,41.6,1.0,2.0,1.0,0.0,2.0,,,,False,,True,9.586,97.92686908259876,3063,1.8707240047898588,0.9792686908259876,0.0,1.0,0.8242056993121519,0.7153383312272179,False,True
CHEMBL3545253,-9.586,1,0.0,0.0,7.54,0,,TNIK,t2_other,1,0,flortaucipir f 18,FLORTAUCIPIR F 18,262.3,3.92,41.6,1.0,2.0,1.0,0.0,2.0,,,,False,V09AX07,True,9.586,97.92686908259876,3063,1.8707240047898588,0.9792686908259876,0.0,1.0,0.8242056993121519,0.7153383312272179,False,True
CHEMBL3137310,-10.59,2,0.0,0.0,28.07,0,,SLC2A1,t2_other,1,0,benzhydrocodone hydrochloride,BENZHYDROCODONE HYDROCHLORIDE,403.5,3.72,48.0,0.0,5.0,3.0,0.0,8.0,,,,False,,True,10.59,94.48793215916503,3066,1.536433612329232,0.9448793215916502,0.0,1.0,0.9141924959216966,0.7150806030249146,False,False
CHEMBL3137321,-10.59,2,0.0,0.0,23.48,0,,SLC2A1,t2_other,1,0,benzhydrocodone,BENZHYDROCODONE,403.5,3.72,48.0,0.0,5.0,3.0,0.0,8.0,,,,False,,True,10.59,94.48793215916503,3066,1.536433612329232,0.9448793215916502,0.0,1.0,0.9141924959216966,0.7150806030249146,False,False
CHEMBL1200935,-10.62,2,0.0,0.0,26.99,0,,ACVR1,t2_other,1,0,darifenacin hydrobromide,DARIFENACIN HYDROBROMIDE,426.6,3.96,55.6,1.0,3.0,7.0,0.0,14.0,,,,False,,True,10.62,98.69918699186991,3075,1.9711567458116126,0.986991869918699,0.0,1.0,0.7969667318982387,0.7143417577522154,False,True
CHEMBL1346,-10.62,2,0.0,0.0,30.64,0,,ACVR1,t1_cns,1,0,darifenacin,DARIFENACIN,426.6,3.96,55.6,1.0,3.0,7.0,0.0,14.0,Launched,acetylcholine receptor antagonist,urinary incontinence,False,G04BD10,True,10.62,98.69918699186991,3075,1.9711567458116126,0.986991869918699,0.0,1.0,0.7969667318982387,0.7143417577522154,False,True
CHEMBL3889654,-10.57,2,0.0,0.0,26.58,0,,SLC2A1,t2_other,1,0,larotrectinib,LAROTRECTINIB,428.4,2.95,86.0,2.0,5.0,3.0,0.0,10.0,Launched,tropomyosin receptor kinase inhibitor,,False,L01EX12,True,10.57,94.29223744292237,3066,1.5247299445331326,0.9429223744292237,0.0,1.0,0.9141924959216966,0.7142978241599439,False,False
CHEMBL3989939,-10.57,2,0.0,0.0,24.89,0,,SLC2A1,t2_other,1,0,larotrectinib sulfate,LAROTRECTINIB SULFATE,428.4,2.95,86.0,2.0,5.0,3.0,0.0,10.0,,,,False,,True,10.57,94.29223744292237,3066,1.5247299445331326,0.9429223744292237,0.0,1.0,0.9141924959216966,0.7142978241599439,False,False
CHEMBL219916,-9.501,2,0.0,0.0,31.35,0,,TNIK,t1_cns,1,0,domperidone,DOMPERIDONE,425.9,3.35,78.8,2.0,3.0,5.0,0.0,10.0,Launched,dopamine receptor antagonist,fescue toxicosis,False,A03FA03,True,9.501,97.58406790728044,3063,1.8162252199634437,0.9758406790728045,0.0,1.0,0.8242056993121519,0.7139671265259446,False,True
CHEMBL442,-9.37,1,0.0,0.0,74.29,0,,MAPK14,t1_cns,1,0,ergotamine,ERGOTAMINE,581.7,1.99,118.2,3.0,6.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,migraine headache,False,N02CA72;N02CA02;N02CA52,True,9.37,99.23402868318124,3068,2.3384161721510406,0.9923402868318124,0.2,0.75,0.778536615334207,0.713716607032856,True,True
