,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
DCK,-0.04795081431475268,-1.2235472874710573,0.23228964977036667,4.207933469477143,4.255884283791896,0.3275302659812592,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
OTUD6B,-0.046570969458528566,-1.2234498397639002,0.23234861805724055,5.367381950979317,5.413952920437845,0.32758718378080726,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
NUDT3,-0.035880827314414,-1.2228426766801486,0.2324731473533559,7.467677354357775,7.503558181672189,0.32773651921549396,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
BSX,0.034613818364096265,1.2302984683411053,0.23267649086442216,0.08100276457661404,0.046388946212517775,0.3279969327313967,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
CPA3,0.17753151228964853,1.2250756816950186,0.2332377409506877,0.61171233255053,0.4341808202608815,0.32876179413178813,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
WTIP,0.08674386474523343,1.223646525708523,0.23334773414588109,3.676219787049748,3.5894759223045147,0.32889051188820423,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
GFI1,0.08969385431746985,1.2370717484455138,0.23348594357930286,0.2612394211539197,0.17154556683644984,0.329058975062028,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
AMOTL2,0.08991772863731029,1.224203579554251,0.23358339785677032,4.938878666611091,4.84896093797378,0.3291699783672547,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
BSN,0.05356760987159692,1.2197854508644843,0.23366575782671034,7.076008686839321,7.022441076967724,0.32923564031837316,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
PABPC6,0.01812796894393403,1.2193884986536594,0.2336673822235731,0.04003747796331379,0.021909509019379762,0.32923564031837316,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
TPD52,-0.02916712359751994,-1.2194377483972396,0.23368867922778008,7.833596119069983,7.862763242667503,0.3292393063904348,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
LYG1,0.013881343632129721,1.2293360474269184,0.23373795422961197,0.021355389945248958,0.007474046313119238,0.3292647748410845,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
OASL,-0.3084310115562898,-1.2214915977898861,0.23374414939885518,2.140640949061137,2.449071960617427,0.3292647748410845,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
CYP26C1,0.030268036661812235,1.2188967797081125,0.23384856399345927,0.07999078535565794,0.04972274869384571,0.329385512316149,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
CYP4F18,0.19840004165612424,1.2186710386975461,0.23401995328287278,0.78763545109558,0.5892354094394557,0.3296005596021011,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
MATN4,-0.12867023553766077,-1.218257347710718,0.23406608222095626,0.9229472029517201,1.0516174384893808,0.3296151453685519,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
MRS2,0.04533883132196248,1.2206333051297076,0.2340691362979601,4.803243600828111,4.7579047695061485,0.3296151453685519,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
