cluster,n_cells,current_celltype,assigned_subtype,symbol,mean_lognorm,pct_expressing
8,2266,Neuron,Myelinated_Proprio,PTPN23,0.05768405273556709,0.021624007060900265
8,2266,Neuron,Myelinated_Proprio,MAPK14,0.08499985933303833,0.03265666372462489
8,2266,Neuron,Myelinated_Proprio,VASH2,0.009711340069770813,0.003971756398940865
8,2266,Neuron,Myelinated_Proprio,TNIK,0.13336960971355438,0.050750220653133275
8,2266,Neuron,Myelinated_Proprio,WDR81,0.016662411391735077,0.006619593998234775
8,2266,Neuron,Myelinated_Proprio,CCDC160,0.013968714512884617,0.005736981465136805
8,2266,Neuron,Myelinated_Proprio,SLC2A1,0.06723944842815399,0.025154457193292144
8,2266,Neuron,Myelinated_Proprio,ANKRD13B,0.07760008424520493,0.03000882612533098
8,2266,Neuron,Myelinated_Proprio,NPY,0.08628638088703156,0.028684907325684024
8,2266,Neuron,Myelinated_Proprio,AXL,0.001130626886151731,0.000441306266548985
8,2266,Neuron,Myelinated_Proprio,SERPINE1,0.0,0.0
8,2266,Neuron,Myelinated_Proprio,WBP1L,0.03125215694308281,0.011915269196822596
8,2266,Neuron,Myelinated_Proprio,ITPKC,0.015341796912252903,0.00617828773168579
8,2266,Neuron,Myelinated_Proprio,ACVR1,0.03862264007329941,0.014563106796116505
8,2266,Neuron,Myelinated_Proprio,LNP1,0.0,0.0
8,2266,Neuron,Myelinated_Proprio,AGRN,0.02368287555873394,0.010150044130626656
8,2266,Neuron,Myelinated_Proprio,VIP,0.0,0.0
8,2266,Neuron,Myelinated_Proprio,REG3B,0.0030947583727538586,0.00088261253309797
8,2266,Neuron,Myelinated_Proprio,TNS3,0.020916715264320374,0.00794351279788173
8,2266,Neuron,Myelinated_Proprio,ANKRD1,0.0,0.0
8,2266,Neuron,Myelinated_Proprio,CTTN,0.1825278252363205,0.0706090026478376
8,2266,Neuron,Myelinated_Proprio,RUBCN,0.05063048005104065,0.019417475728155338
8,2266,Neuron,Myelinated_Proprio,MEGF11,0.0,0.0
9,2268,Neuron,Peptidergic_Nociceptor,SPRR1A,0.09117254614830017,0.20943562610229277
9,2268,Neuron,Peptidergic_Nociceptor,ATF3,0.722517192363739,0.6997354497354498
9,2268,Neuron,Peptidergic_Nociceptor,TFE3,0.1452067494392395,0.5057319223985891
9,2268,Neuron,Peptidergic_Nociceptor,CDHR5,0.0,0.0
9,2268,Neuron,Peptidergic_Nociceptor,GALNS,0.011824628338217735,0.06084656084656084
9,2268,Neuron,Peptidergic_Nociceptor,CHL1,0.5104978084564209,0.8267195767195767
9,2268,Neuron,Peptidergic_Nociceptor,FLNC,0.003782425308600068,0.013227513227513227
9,2268,Neuron,Peptidergic_Nociceptor,RNF19B,0.30732277035713196,0.7658730158730159
9,2268,Neuron,Peptidergic_Nociceptor,SRRM4,0.1300356388092041,0.4559082892416226
9,2268,Neuron,Peptidergic_Nociceptor,ECEL1,0.08379194885492325,0.22001763668430335
